,node,cosit,siteId,name,addrs,parameters,lat,lng
319,NRA,000000020511,NRA_000000020511,TMU N51 010.0 E,"N51 Between Navan and Slane, Carrickdexter, Co. Meath",category=National Secondary,53.70527,-6.57712
320,NRA,000000020521,NRA_000000020521,TMU N52 080.0 W,"N52 Between Delvin and Mullingar, Delvin, Co. Westmeath",category=National Secondary,53.60284,-7.10352
321,NRA,000000020522,NRA_000000020522,TMU N52 110.0 E,"N52 North of Tyrrellspass, Co. Westmeath",category=National Secondary,53.3937,-7.37061
322,NRA,000000020523,NRA_000000020523,TMU N52 115.0 E,"N52 Between Tullamore and Kilbeggan, Co. Westmeath",category=National Secondary,53.35323,-7.49666
323,NRA,000000020524,NRA_000000020524,TMU N52 130.0 E,"N52 Southwest of Tullamore, Co. Offaly",category=National Secondary,53.2432,-7.57212
324,NRA,000000020525,NRA_000000020525,TMU N52 010.0 W,"N52 Between Dundalk and M1, Dundalk (Southlink), Co. Louth",category=National Secondary,53.97095,-6.41903
325,NRA,000000020526,NRA_000000020526,TMU N52 000.0 W,"N52 North of Dundalk, Co. Louth",category=National Secondary,54.01086,-6.39227
326,NRA,000000020561,NRA_000000020561,TMU N56 150.0 N,"N56 Between Letterkenny and Ellistrin, Mountaintop, Co. Donegal",category=National Secondary,54.99359,-7.72934
327,NRA,000000020562,NRA_000000020562,TMU N56 070.0 S,"N56 Between Dungloe and R252 Jn, Co. Donegal ",category=National Secondary,54.93434,-8.32332
328,NRA,000000020563,NRA_000000020563,TMU N56 000.0 S,"N56 North of Donegal, Drumrooske, Co. Donegal",category=National Secondary,54.66156,-8.10466
329,NRA,000000020591,NRA_000000020591,TMU N59 130.0 S,"N59 Between Mullranny and Newport, Newfield, Co. Mayo",category=National Secondary,53.9058,-9.67708
330,NRA,000000020601,NRA_000000020601,TMU N60 070.0 E,"N60 Between Balla and Claremorris, Ballynastangfod, Co. Mayo",category=National Secondary,53.76328,-9.04588
331,NRA,000000020611,NRA_000000020611,TMU N61 020.0 N,"N61 Between Athlone and Roscommom, Newtown, Co. Roscommon",category=National Secondary,53.60974,-8.13158
332,NRA,000000020621,NRA_000000020621,TMU N62 050.0 N,"N62 Between Roscrea and Birr, Sharavogue, Co Offaly",category=National Secondary,52.9812,-7.84493
333,NRA,000000020671,NRA_000000020671,TMU N67 060.0 E,"N67 Between Ennistimon and Lisdoonvarna, Co. Clare",category=National Secondary,52.95414,-9.28551
334,NRA,000000020701,NRA_000000020701,TMU N70 090.0 E,"N70 Between Caherciveen and Glenbeigh, Gortaforia, Co. Kerry",category=National Secondary,52.0309,-10.08797
335,NRA,000000020721,NRA_000000020721,TMU N72 120.0 E,"N72 Between Fermoy and Ballyhooley, Castlehyde, Co. Cork",category=National Secondary,52.14292,-8.3342
336,NRA,000000020801,NRA_000000020801,TMU N80 000.0 N,"N80 South N80/N52 Jn, Tullamore, Co. Offaly",category=National Secondary,53.25241,-7.47739
337,NRA,000000020802,NRA_000000020802,TMU N80 090.0 S,"N80 Between Ballon and Kildavin , Ballyhealy, Co, Wexford",category=National Secondary,52.70786,-6.7079
338,NRA,000000020811,NRA_000000020811,TMU N81 040.0 N,"N81 Between Hollywood and Baltinglass, Donard, Co. Wicklow",category=National Secondary,53.02845,-6.63954
339,NRA,000000020812,NRA_000000020812,TMU N81 080.0 N,"N81 Between Tullow and N81/N80 Jn, Co. Carlow",category=National Secondary,52.73812,-6.74603
340,NRA,000000020861,NRA_000000020861,TMU N86 040.0 W,"N86 Between Dingle and Annascaul, Emlagh, Co. Kerry",category=National Secondary,52.14043,-10.1926
341,NRA,000000020905,NRA_000000020905,TMU M09 054.0 N,"M09 Between Jn06 Carlow (South) and Jn07 Paulstown, Powerstown, Co. Carlow",category=Motorway National Primary,52.7647,-6.96793
342,NRA,000000020906,NRA_000000020906,TMU M09 070.0 N,"M09 Between Jn07 and Jn08, Jordanstown, Co. Kilkenny",category=Motorway National Primary,52.6758,-7.0462
343,NRA,000000020907,NRA_000000020907,TMU M09 075.0 N,"M09 Between Jn08 Kilkenny and Jn09 Kilkenny (South), Co. Kilkenny",category=Motorway National Primary,52.62807,-7.15348
344,NRA,000000020908,NRA_000000020908,TMU M09 080.0 N,"M09 Between Jn09 Kilkenny (South) and Jn10 Knocktopher, Danesfort, Co. Kilkenny",category=Motorway National Primary,52.568,-7.23645
345,NRA,000000031021,NRA_000000031021,TMU M01 038.0 S,M1-2 M01 Southbound Off Slip Jn09 - TMU,category=Motorway National Primary,53.70389,-6.38548
346,NRA,000000031031,NRA_000000031031,TMU M01 035.0 N,"M01 Between  Jn 07 Julinstown and Jn08 Drogheda South, Co. Louth",category=Motorway National Primary,53.67088,-6.34837
347,NRA,000000031041,NRA_000000031041,TMU M01 038.0 N,M1-4 M01 Northbound On-Slip Jn09 - TMU,category=Motorway National Primary,53.70388,-6.38693
348,NRA,000000031061,NRA_000000031061,TMU M01 064.0 S,M1-6 M01 Castlebellingham Jn15 to Jn16,category=Motorway National Primary,53.91577,-6.41611
349,NRA,000000032501,NRA_000000032501,TMU N25 085.4 E,N25 Between R680 and R710 Junctions (Kilmeaden Bypass) ,category=Other National Primary,52.2409,-7.24461
350,NRA,000000032502,NRA_000000032502,TMU N25 071.2 E,N25 between N09 and N29 Junctions (Waterford Bypass North),category=Other National Primary,52.28808,-7.09267
351,NRA,000000100720,NRA_000000100720,TMU M07 163.0 W,"M07 Between Jn26 Nenagh and Jn27 Birdhill, Birdhill, Co. Tipperary",category=motorway national primary,52.7776,-8.3769
352,NRA,000000200171,NRA_000000200171,TMU N01 090.0 N,"N01 Between Jn19 Ravensdale and Jn20 Jonesborough (Northbound), Ravensdale, Co. Louth",category=Other National Primary,54.09455,-6.36099
353,NRA,000000200711,NRA_000000200711,TMU R445 070.0 W,"R445 Between Borris-in-Ossory and Mountrath, Pike of Rushall, Co. Laois",category=Other,52.95053,-7.55977
354,NRA,000000200713,NRA_000000200713,TMU M07 190.0 W,"M07 Between Jn29 M07/N24 Ballysimon and Jn30 M07/M18/20 Rossbrien, Rossbrien, Co. Limerick",category=Motorway National Primary,52.63952,-8.58542
355,NRA,000000200714,NRA_000000200714,TMU R445 150.0 E,"R445 Between Castletroy and Annacotty Roundabouts, Annacotty, Co. Limerick",category=Other,52.66814,-8.54296
356,NRA,000000200715,NRA_000000200715,TMU M07 130.0 E,"M07 Between Jn23 Moneygall and Jn24 Toomevara, Co. Offaly",category=Motorway National Primary,52.88343,-7.97528
357,NRA,000000200716,NRA_000000200716,TMU M07 125.0 E,"M07 Between Jn22 Roscrea and Jn23 Moneygall, Co. Offaly",category=Motorway National Primary,52.90036,-7.90311
358,NRA,000000200717,NRA_000000200717,TMU M07 110.0 W,"M07 Between Jn21 Bossis-in-Ossory and Jn22 Roscrea, Co. Laois",category=Motorway National Primary,52.9231,-7.65301
359,NRA,000000200718,NRA_000000200718,TMU M07 145.0 W,"M07 Between Jn24 Nenagh and Jn25 Thurles, Nenagh, Co. Tipperary",category=Motorway National Primary,52.85476,-8.13971
360,NRA,000000200719,NRA_000000200719,TMU M07 150.0 W,"M07 Between Jn25 Nenagh (Central) and Jn26 Nenagh (West), Nenagh, Co. Tipperary",category=Motorway National Primary,52.84832,-8.16953
361,NRA,000000200720,NRA_000000200720,TMU M07 170.0 E,"M07 Between Jn26 Nenagh (West) and Jn27 Birdhill, Birdhill, Co. Tipperary",category=Motorway National Primary,52.76195,-8.39795
362,NRA,000000200721,NRA_000000200721,TMU M07 170.0 W,"M07 Between Jn27 Birdhill and J28 Castletroy, Birdhill, Co. Tipperary",category=Motorway National Primary,52.75285,-8.41886
363,NRA,000000200722,NRA_000000200722,TMU M07 180.0 E,"M07 Between Jn28 Castletroy and Jn29 M7/N24 Ballysimon, Castletroy, Co. Limerick",category=Motorway National Primary,52.66726,-8.51609
364,NRA,000000200723,NRA_000000200723,TMU N07 015.0 W,"N07 Westbound Between Jn05 Athgoe and Jn06 Castlewarden, Kilteel, Co. Kildare ",category=Other National Primary,53.25975,-6.5458
365,NRA,000000200811,NRA_000000200811,"TMU N08 140.0 S ""DATA ADVISEMENT"""," N08 Between Glanmire Roundabound and Jn19 N08/N25 Dunkettle, Cork",nohtmlexport=1category=Other National Primary,51.90523,-8.39022
366,NRA,000000200812,NRA_000000200812,TMU M08 130.0 S,"M08 Between Jn17 Watergrasshill and Jn18 Glanmire, Watergrasshill, Co. Cork",category=Motorway National Primary,51.98734,-8.36293
367,NRA,000000201081,NRA_000000201081,TMU R108 000.0 N,"R108 Between Ballymun and Jn04 M50, Dublin",category=Other,53.40642,-6.26565
368,NRA,000000201082,NRA_000000201082,TMU R108 000.0 N,"R108 North of M50 Jn04 Ballymun, Co. Dublin",category=Other,53.41255,-6.26542
369,NRA,000000201321,NRA_000000201321,TMU R132 090.0 N,"R132 South of Julianstown, Whitecross, Co. Meath",category=Other,53.66797,-6.27883
370,NRA,000000202103,NRA_000000202103,TMU N21 070.0 N,"N21 Castleisland Bypass, Mullaghmarky, Co. Kerry",category=Other National Primary,52.24753,-9.48204
371,NRA,000000202104,NRA_000000202104,TMU N21 065.0 N,"N21 Castleisland Bypass, Dooneen, Co. Kerry",category=Other National Primary,52.26234,-9.45752
372,NRA,000000202301,NRA_000000202301,TMU N23 010.0 S,"N23 Castleisland Bypass, Kealgorm, Co. Kerry",category=Other National Primary,52.22455,-9.47804
373,NRA,000000202639,NRA_000000202639,TMU R639 010.0 S,"R639 Between Exit 15 of M08 and Rathcormac, Co. Cork",category=Other,52.08494,-8.27791
374,NRA,000000208001,NRA_000000208001,TMU N80 070.0 S,"N80 Carlow Town Bypass, Co. Carlow",category=National Secondary,52.84659,-6.93084
375,NRA,000002007231,NRA_000002007231,TMU N07 015.0 E,"N07 Eastbound Between Jn05 Athgoe and Jn06 Castlewarden, Kilteel, Co. Kildare ",category=Other National Primary,53.26006,-6.54598
