G TIN,Category,Sub Category,Name,Price,Brand,Description,Promotion
8711000519325	,"Tea, Coffee and Hot Drinks",Instant Coffee,Kenco Smooth Instant Coffee 100g,£3.5,Kenco,Freeze Dried Instant Coffee,NA
70177228330	,"Tea, Coffee and Hot Drinks",Tea,Twinings 40 Dark Brew Black Tea Bags 108g,£4,Twinings,NA,NA
615357123342	,"Tea, Coffee and Hot Drinks",Instant Coffee,Taylors of Harrogate Flying Start Coffee Bags 10 Enveloped Bags 75g,£2,Taylors of Harrogate,Flying Start Coffee Bags,NA
5000208002450	,"Tea, Coffee and Hot Drinks",Tea,Tetley Decaf Tea Bags x80,£3.45,Tetley,Decaffeinated Black Tea,NA
615357122468	,"Tea, Coffee and Hot Drinks","Instant Cappuccino, Latte and Mocha",Taylors of Harrogate Rich Italian Coffee Bags 10 Enveloped Bags 75g,£2,Taylors of Harrogate,Rich Italian Coffee Bags,NA
8445290044853	,"Tea, Coffee and Hot Drinks",Decaf Coffee,Nescafé Azera Decaff Americano Instant Coffee 90g,£3.5,Nescafé,Decaffeinated soluble coffee with decaffeinated roast and ground coffee.,NA
7613039848258	,"Tea, Coffee and Hot Drinks",Malt Drinks and Hot Chocolate,Nesquik Hot Chocolate Powder 400g Tin,£2.6,Nesquik,Hot Chocolate Drink Mix Fortified with Vitamins D and C for Milk.,NA
8003753900704	,"Tea, Coffee and Hot Drinks",Ground and Coffee Beans,"illy Ground Coffee, Espresso, Classico Roast 125g",£4.5,illy,Espresso Medium Roast Ground Coffee.,NA
7613033174667	,"Tea, Coffee and Hot Drinks",Coffee Pods,Nescafe Dolce Gusto Café Au Lait Coffee Pods x 16,£5,Dolce Gusto,Whole Milk Powder with Soluble Coffee.,NA
5011546415468	,"Tea, Coffee and Hot Drinks",Instant Coffee,Nescafe Original Instant Coffee 100g,£2.5,Nescafe,Soluble coffee.,NA
5000128646895	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Co-op Fairtrade Peppermint Infusion 20 Tea Bags 40g,£1,Co-op,20 Fairtrade peppermint herbal infusion bags.,NA
7613287074638	,"Tea, Coffee and Hot Drinks","Instant Cappuccino, Latte and Mocha",Nescafe Gold Latte Instant Coffee 8 x 15.5g Sachets,£2.7,Nescafé,Instant Coffee Beverage.,NA
70177067762	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Twinings Pure Camomile 20 Tea Bags 30g,£2.2,Twinings,A camomile infusion.,NA
70177010201	,"Tea, Coffee and Hot Drinks",Tea,Twinings English Breakfast 50 Tea Bags 125g,£3,Twinings,English Breakfast 50 Tea Bags,NA
5011546415567	,"Tea, Coffee and Hot Drinks",Decaf Coffee,Nescafe Original Decaf Instant Coffee 100g,£2.5,Nescafe,Decaffeinated soluble coffee.,NA
5000128580786	,"Tea, Coffee and Hot Drinks",Tea,Co-op 99 Blend Fairtrade Tea 160 Tea Bags 500g,£2.2,Co-op,Black tea blend tea bags.,NA
5010357117608	,"Tea, Coffee and Hot Drinks",Ground and Coffee Beans,Taylors of Harrogate Hot Lava Java Ground Roast Coffee 227g,£4.8,Taylors of Harrogate,NA,BUY ANY 2 FOR £8 (Offer valid for delivery until 12/07/2022).
5060229012371	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Pukka Herbal Collection 20 Assorted Herbal Tea Sachets 34.4g,£3.45,Pukka,Assorted Herbal Tea,BUY ANY 2 FOR £6 (Offer valid for delivery until 12/07/2022).
5060113917676	,"Tea, Coffee and Hot Drinks",Malt Drinks and Hot Chocolate,Horlicks Instant 500g,£4.15,Horlicks,Instant Malted Food Drink,NA
8711000519141	,"Tea, Coffee and Hot Drinks",Instant Coffee,Kenco Millicano Americano Original Instant Coffee 100g,£5.5,Kenco,A blend of freeze dried instant coffee and 15% roast and ground coffee.,NA
8711000279380	,"Tea, Coffee and Hot Drinks",Instant Coffee,Douwe Egberts Pure Gold Medium Roast Instant Coffee 95g,£4.07,Douwe Egberts,Freeze dried instant coffee,NA
615357118775	,"Tea, Coffee and Hot Drinks",Tea,Taylors of Harrogate Yorkshire Tea Decaf 80 Tea Bags 250g,£4.25,Taylors of Harrogate,NA,NA
70177227456	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Twinings Raspberry & Lemon 20 Tea Bags 40g,£2,Twinings,Raspberry and lemon flavoured herbal infusion with rose petals,NA
5000128699563	,"Tea, Coffee and Hot Drinks",Coffee Pods,Co-op Irresistible Single Origin Lungo Fairtrade Coffee Pods 54g,£3.65,Co-op,Kenya coffee pods.,NA
5000128699549	,"Tea, Coffee and Hot Drinks",Coffee Pods,Co-op Irresistible Single Origin Espresso Fairtrade Coffee Pods 54g,£3.65,Co-op,Sumatran coffee pods.,NA
70177178543	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,"Twinings Superblends Turmeric with Orange and Star Anise, 20 Tea Bags",£3.5,Twinings,Orange Flavoured Infusion with Turmeric and Star Anise.,NA
5010357117622	,"Tea, Coffee and Hot Drinks",Ground and Coffee Beans,Taylors of Harrogate Decaffé Ground Roast Coffee 227g,£4.8,Taylors of Harrogate,NA,BUY ANY 2 FOR £8 (Offer valid for delivery until 12/07/2022).
5010357112092	,"Tea, Coffee and Hot Drinks",Tea,Yorkshire Tea 240 Tea Bags 750g,£6,Taylors of Harrogate,Black Tea,NA
8711000442289	,"Tea, Coffee and Hot Drinks",Coffee Pods,Tassimo Costa Latte Coffee Pods x8,£5.5,Tassimo,8 T Discs Roast and Ground Coffee and 8 T Discs Concentrated Ultra Filtered Cream Preparation with Sugar for Coffee Based Drink.,NA
8711000519417	,"Tea, Coffee and Hot Drinks",Instant Coffee,Kenco Smooth Instant Coffee 200g,£7.25,Kenco,Freeze Dried Instant Coffee.,NA
8712100712029	,"Tea, Coffee and Hot Drinks",Tea,PG tips Original Tea 40s,£1.75,PG tips,Black tea,NA
8712100712388	,"Tea, Coffee and Hot Drinks",Tea,PG tips Original Biodegradable Tea Bags 160,£5.25,PG tips,Black tea,NA
5000208030699	,"Tea, Coffee and Hot Drinks",Tea,Tetley Original Tea Bags x80,£3.5,Tetley,Black Tea,NA
70177225490	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,"Twinings Cold In'fuse Passionfruit, Mango & Orange 12 Infusers",£2,Twinings,"Passionfruit, Mango & Orange Flavoured Cold Water Infusion with Sweetener",NA
5010357112085	,"Tea, Coffee and Hot Drinks",Tea,Yorkshire Tea 160 Tea Bags 500g,£6.75,Taylors of Harrogate,Black Tea,NA
50248032	,"Tea, Coffee and Hot Drinks",Ground and Coffee Beans,Co-op Fairtrade French Style Roast & Ground Coffee 227g,£2.8,Co-op,French style roast & ground coffee,BUY ANY 2 FOR £5 (Offer valid for delivery until 12/07/2022).
70177264574	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Twinings Lemon Green Tea 20 Tea Bags 40g,£2.2,Twinings,Green Tea with Lemon Flavour,NA
5018190009449	,"Tea, Coffee and Hot Drinks",Ground and Coffee Beans,Cafédirect Faitrade Machu Picchu Peru 227g,£3.5,Cafédirect,Full - Bodied with Dark Chocolate Overtones,NA
70177174187	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Twinings Fruits Selection 20 Envelopes 40g,£3.5,Twinings,Cranberry & Raspberry - A Herbal Infusion with Cranberry & Raspberry Flavours.; Mango & Strawberry - A Herbal Infusion with Mango & Strawberry Flavours.; Blackcurrant & Blueberry - A Herbal Infusion with Blackcurrant & Blueberry Flavours.; St. Clements - A Herbal Infusion with Orange & Lemon Flavours.,NA
70177075101	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Twinings Lemon & Ginger 20 Tea Bags 30g,£2.2,Twinings,A lemon and ginger flavoured herbal infusion.,NA
70177022389	,"Tea, Coffee and Hot Drinks",Tea,Twinings English Breakfast 100 Tea Bags 250g,£6,Twinings,NA,NA
70177010713	,"Tea, Coffee and Hot Drinks",Tea,Twinings The Earl Grey 50 Tea Bags 125g,£3,Twinings,Tea with the fragrant flavour of bergamot and lemon.,NA
50248278	,"Tea, Coffee and Hot Drinks",Ground and Coffee Beans,Co-op Irresistible Single Origin Guatemalan Fairtrade Roast & Ground Coffee 227g,£3.65,Co-op,NA,BUY ANY 2 FOR £6 (Offer valid for delivery until 12/07/2022).
5060229012005	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Pukka Organic Supreme Matcha Green 20 Green Tea Sachets 30g,£3.45,Pukka,Organic Supreme Matcha Green 20 Green Tea Sachets,BUY ANY 2 FOR £6 (Offer valid for delivery until 12/07/2022).
8711000447703	,"Tea, Coffee and Hot Drinks","Instant Cappuccino, Latte and Mocha",Kenco Duo Latte Instant Coffee x6,£3.75,Kenco,"A blend of instant and roast and ground coffee with sugar, skimmed milk powder and flavourings.",NA
7613034309563	,"Tea, Coffee and Hot Drinks","Instant Cappuccino, Latte and Mocha",Nescafe Gold Caramel Latte Instant Coffee 8 x 17g Sachets,£2.7,Nescafé,Instant Coffee Beverage. Caramel Flavour.,NA
8711000519202	,"Tea, Coffee and Hot Drinks",Instant Coffee,Kenco Millicano Americano Original Instant Coffee 170g,£5,Kenco,A blend of freeze dried instant coffee and 15% roast and ground coffee.,NA
7613038575650	,"Tea, Coffee and Hot Drinks","Instant Cappuccino, Latte and Mocha","Nescafe 3in1 Instant Coffee, 6 sachets x 17g",£1,Nescafe,Instant Coffee with Whitener and Sugar,NA
7613037505641	,"Tea, Coffee and Hot Drinks",Coffee Pods,Nescafe Dolce Gusto Latte Macchiato Coffee Pods x 16,£5,Dolce Gusto,Roast and ground coffee & whole milk powder with sugar.,NA
5034660021445	,"Tea, Coffee and Hot Drinks",Malt Drinks and Hot Chocolate,Cadbury Bournville Cocoa 250g,£3.3,Cadbury,Cocoa powder.,NA
5065000523138	,"Tea, Coffee and Hot Drinks",Herbal and Fruit Tea,Pukka Organic Three Mint 20 Herbal Tea Sachets 32g,£3.45,Pukka,Organic Three Mint 20 Herbal Tea Sachets,BUY ANY 2 FOR £6 (Offer valid for delivery until 12/07/2022).
7612100053607	,"Tea, Coffee and Hot Drinks",Malt Drinks and Hot Chocolate,Options Belgian Choc 220g,£4.5,Options,Instant hot chocolate drink with sugars and sweetener,NA
7613036069816	,"Tea, Coffee and Hot Drinks",Instant Coffee,Nescafe Gold Blend Instant Coffee 100g,£4.6,Nescafe,Freeze-dried soluble coffee with finely ground roasted coffee.,NA
7613036069830	,"Tea, Coffee and Hot Drinks",Decaf Coffee,Nescafe Gold Blend Decaff Instant Coffee 100g,£4.8,Nescafe,Decaffeinated freeze-dried soluble coffee.,NA
5034660021667	,"Tea, Coffee and Hot Drinks",Malt Drinks and Hot Chocolate,Cadbury Instant Hot Chocolate 400g,£3,Cadbury,Instant hot chocolate drink,NA
5010236157558	,"Meat, Fish and Poultry",Cooked Meats,Bernard Matthews Turkey Ham Wafer Thin 120g,£1.25,Bernard Matthews,Formed Turkey Made with Cuts of Cured Turkey Ham with Added Water and Milk Proteins from Cows' Milk,NA
5010236157558	,"Deli, Pies and Cooked Meats",Cooked Meats,Bernard Matthews Turkey Ham Wafer Thin 120g,£1.25,Bernard Matthews,Formed Turkey Made with Cuts of Cured Turkey Ham with Added Water and Milk Proteins from Cows' Milk,NA
5010718310211	,Food to Go,Snacks to Go,Ginsters Peppered Steak Slice 136g,£1.6,Ginsters,"British steak with potato and onion, cooked in a distinctive creamy pepper sauce with a hint of mustard, wrapped in light puff pastry.",ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5010718310211	,"Deli, Pies and Cooked Meats",Quiche and Pasties,Ginsters Peppered Steak Slice 136g,£1.6,Ginsters,"British steak with potato and onion, cooked in a distinctive creamy pepper sauce with a hint of mustard, wrapped in light puff pastry.",ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5060530210015	,Food to Go,Meal Deal,Olly's Olives Garlic & Basil Juicy Green Olives 50g,£1.3,Olly's Olives,Pitted Green Olives with Garlic and Basil,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5060530210015	,Food to Go,Snacks to Go,Olly's Olives Garlic & Basil Juicy Green Olives 50g,£1.3,Olly's Olives,Pitted Green Olives with Garlic and Basil,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5060530210015	,"Deli, Pies and Cooked Meats","Olives, Tapas and Antipasti",Olly's Olives Garlic & Basil Juicy Green Olives 50g,£1.3,Olly's Olives,Pitted Green Olives with Garlic and Basil,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000129319583	,"Deli, Pies and Cooked Meats",Quiche and Pasties,Co-op Irresistible Hand Finished Cheddar Ploughman's Quiche 400g,£3.5,Co-op,"Somerset vintage cheddar cheese and slow roasted tomato filling, garnished with a pickled chutney, encased in a buttery shortcrust pastry case.",NA
5000129318432	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op 6 Spinach & Feta Parcels 150g,£2.5,Co-op,"6 Pastry parcels filled with spinach, mascarpone and feta cheese.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000129318432	,"Deli, Pies and Cooked Meats",Quiche and Pasties,Co-op 6 Spinach & Feta Parcels 150g,£2.5,Co-op,"6 Pastry parcels filled with spinach, mascarpone and feta cheese.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5060136254611	,"Deli, Pies and Cooked Meats",Quiche and Pasties,Higgidy 8 SunBlush® Tomato & Cheddar Mini Muffins 160g,£3.2,Higgidy,SunBlush® Tomato & Cheddar Mini Muffins,NA
5000128876292	,Food to Go,Meal Deal,Co-op Cocktail Sausages 90g,£1.1,Co-op,Cooked pork sausages.,NA
5000128876292	,Get Inspired,Lunch Meal Deal,Co-op Cocktail Sausages 90g,£1.1,Co-op,Cooked pork sausages.,NA
5000128876292	,"Deli, Pies and Cooked Meats",Sausage Rolls and Pork Pies,Co-op Cocktail Sausages 90g,£1.1,Co-op,Cooked pork sausages.,NA
5000128791465	,"Meat, Fish and Poultry",Cooked Meats,Co-op Honest Value Roast Chicken Breast Trim 300g,£2.6,Co-op,Cooked chicken breast pieces roasted with brown sugar.,NA
5000128791465	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Honest Value Roast Chicken Breast Trim 300g,£2.6,Co-op,Cooked chicken breast pieces roasted with brown sugar.,NA
5000129321395	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op Irresistible All Butter 8 Pork & 'Nduja Sausage Rolls 144g,£3,Co-op,Seasoned sausage meat made with pork and 'Nduja filling wrapped in an all-butter puff pastry and topped with paprika crumb.,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000129321395	,"Deli, Pies and Cooked Meats",Sausage Rolls and Pork Pies,Co-op Irresistible All Butter 8 Pork & 'Nduja Sausage Rolls 144g,£3,Co-op,Seasoned sausage meat made with pork and 'Nduja filling wrapped in an all-butter puff pastry and topped with paprika crumb.,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5010292967276	,"Deli, Pies and Cooked Meats","Olives, Tapas and Antipasti",unearthed Chorizo in Red Wine 140g,£3.5,unearthed,Chorizo in red wine,BUY ANY 2 FOR £5 (Offer valid for delivery until 19/07/2022).
5000128847308	,"Deli, Pies and Cooked Meats",Dips and Coleslaw,Co-op Chicken & Bacon 170g,£1.45,Co-op,NA,NA
5000178109685	,Food to Go,Meal Deal,Fridge Raiders Slow Roasted Chicken Bites Meal Deal 50g,£1.25,Fridge Raiders,Roast Flavour Chopped and Shaped Chicken Breast.,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000178109685	,"Meat, Fish and Poultry",Cooked Meats,Fridge Raiders Slow Roasted Chicken Bites Meal Deal 50g,£1.25,Fridge Raiders,Roast Flavour Chopped and Shaped Chicken Breast.,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000178109685	,Get Inspired,Lunch Meal Deal,Fridge Raiders Slow Roasted Chicken Bites Meal Deal 50g,£1.25,Fridge Raiders,Roast Flavour Chopped and Shaped Chicken Breast.,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000178109685	,"Deli, Pies and Cooked Meats",Cooked Meats,Fridge Raiders Slow Roasted Chicken Bites Meal Deal 50g,£1.25,Fridge Raiders,Roast Flavour Chopped and Shaped Chicken Breast.,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000129305333	,"Deli, Pies and Cooked Meats",Pies,"Co-op Irresistible All Butter Chicken, Leek & Smoked Ham Hock Pie 250g",£3.5,Co-op,"Chicken, leeks and smoked ham hock in a creamy sauce, encased in all-butter pastry, topped with a rice crumb and parsley crumble.",NA
5000129305333	,Get Inspired,Co-op Irresistible Range,"Co-op Irresistible All Butter Chicken, Leek & Smoked Ham Hock Pie 250g",£3.5,Co-op,"Chicken, leeks and smoked ham hock in a creamy sauce, encased in all-butter pastry, topped with a rice crumb and parsley crumble.",NA
5000129305333	,"Pizza, Ready Meals and Fresh Pasta",British Cuisine,"Co-op Irresistible All Butter Chicken, Leek & Smoked Ham Hock Pie 250g",£3.5,Co-op,"Chicken, leeks and smoked ham hock in a creamy sauce, encased in all-butter pastry, topped with a rice crumb and parsley crumble.",NA
5000129305333	,"Pizza, Ready Meals and Fresh Pasta",Pies,"Co-op Irresistible All Butter Chicken, Leek & Smoked Ham Hock Pie 250g",£3.5,Co-op,"Chicken, leeks and smoked ham hock in a creamy sauce, encased in all-butter pastry, topped with a rice crumb and parsley crumble.",NA
5000129290608	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op 6 Chicken Empanadas 150g,£2.75,Co-op,"Chicken, red pepper, and smoked paprika in a tomato sauce encased in paprika pastry.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000129290608	,"Deli, Pies and Cooked Meats",Sausage Rolls and Pork Pies,Co-op 6 Chicken Empanadas 150g,£2.75,Co-op,"Chicken, red pepper, and smoked paprika in a tomato sauce encased in paprika pastry.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128763400	,Food to Go,Meal Deal,Co-op Flapjack Bar,£1.2,Co-op,"Flapjack made with oats, syrup and sugar.",ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000128763400	,Food to Go,Snacks to Go,Co-op Flapjack Bar,£1.2,Co-op,"Flapjack made with oats, syrup and sugar.",ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5057624281877	,"Meat, Fish and Poultry",Cooked Meats,Mattessons Smoked Pork Sausage Original 160g,£2.4,Mattessons,Smoked Pork Sausage Original,NA
5057624281877	,"Deli, Pies and Cooked Meats",Cooked Meats,Mattessons Smoked Pork Sausage Original 160g,£2.4,Mattessons,Smoked Pork Sausage Original,NA
5000128829137	,Food to Go,Meal Deal,Co-op British Chicken Tikka Satay & Mango Chutney 55g,£1.4,Co-op,Reformed marinated tikka spiced chicken served with a mango chutney dip.,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000128829137	,"Meat, Fish and Poultry",Cooked Meats,Co-op British Chicken Tikka Satay & Mango Chutney 55g,£1.4,Co-op,Reformed marinated tikka spiced chicken served with a mango chutney dip.,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000128829137	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op British Chicken Tikka Satay & Mango Chutney 55g,£1.4,Co-op,Reformed marinated tikka spiced chicken served with a mango chutney dip.,ONLY £4 OR LESS (Offer valid for delivery until 19/07/2022).
5000128789837	,"Meat, Fish and Poultry",Cooked Meats,Co-op Honest Value Wafer Thin Cooked Ham 125g,£0.95,Co-op,"Wafer thin reformed ham, cured and cooked, with added water.",NA
5000128789837	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Honest Value Wafer Thin Cooked Ham 125g,£0.95,Co-op,"Wafer thin reformed ham, cured and cooked, with added water.",NA
5000128905848	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op Cocktail Sausages 250g,£2.3,Co-op,Cooked Pork Sausages.,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128905848	,"Deli, Pies and Cooked Meats",Sausage Rolls and Pork Pies,Co-op Cocktail Sausages 250g,£2.3,Co-op,Cooked Pork Sausages.,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128719278	,"Meat, Fish and Poultry",Cooked Meats,Co-op Irresistible Corned Beef 120g,£3.45,Co Op,Corned beef.,BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
5000128719278	,"Meat, Fish and Poultry",Irresistible Range,Co-op Irresistible Corned Beef 120g,£3.45,Co Op,Corned beef.,BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
5000128719278	,"Deli, Pies and Cooked Meats",2 For £5 on Deli,Co-op Irresistible Corned Beef 120g,£3.45,Co Op,Corned beef.,BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
5000128719278	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Irresistible Corned Beef 120g,£3.45,Co Op,Corned beef.,BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
4251097401669	,"Meat, Fish and Poultry",Cooked Meats,Peperami Original Lunchbox Mini Salami 10 x 10g,£2.6,Peperami,10 Individually Wrapped Pork Salami Sausages,NA
4251097401669	,"Deli, Pies and Cooked Meats",Cooked Meats,Peperami Original Lunchbox Mini Salami 10 x 10g,£2.6,Peperami,10 Individually Wrapped Pork Salami Sausages,NA
5000128661072	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op Quiche Lorraine 400g,£3.15,Co-op,"Smoked reformed bacon with added water and mature Cheddar cheese in an egg custard, baked in a pastry case.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128661072	,"Deli, Pies and Cooked Meats",Quiche and Pasties,Co-op Quiche Lorraine 400g,£3.15,Co-op,"Smoked reformed bacon with added water and mature Cheddar cheese in an egg custard, baked in a pastry case.",3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000362120984	,Food Cupboard,World Foods,Cypressa Cream Cheese Stuffed Cherry Peppers Antipasti 230g,£2.55,Cypressa,Cream Cheese Stuffed Cherry Peppers,NA
5000362120984	,"Deli, Pies and Cooked Meats","Olives, Tapas and Antipasti",Cypressa Cream Cheese Stuffed Cherry Peppers Antipasti 230g,£2.55,Cypressa,Cream Cheese Stuffed Cherry Peppers,NA
5000129308457	,"Deli, Pies and Cooked Meats",Pies,Co-op Chicken & Gravy Pie 180g,£1.9,Co-op,Cooked chicken with gravy in a shortcrust pastry case.,NA
5000129308457	,"Pizza, Ready Meals and Fresh Pasta",Pies,Co-op Chicken & Gravy Pie 180g,£1.9,Co-op,Cooked chicken with gravy in a shortcrust pastry case.,NA
5060136251719	,"Deli, Pies and Cooked Meats",Sausage Rolls and Pork Pies,Higgidy Family Kitchen Cheddar and Onion Chutney Veggie Rolls 160g,£2.95,Higgidy,NA,NA
5000128632980	,"Meat, Fish and Poultry",Cooked Meats,Co-op Half Roast Chicken 450g,£4.25,Co-op,Skin-on half roast chicken roasted with brown sugar and dextrose.,NA
5000128632980	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Half Roast Chicken 450g,£4.25,Co-op,Skin-on half roast chicken roasted with brown sugar and dextrose.,NA
5000128592642	,"Meat, Fish and Poultry",Cooked Meats,Co-op Outdoor Bred British Honey Roast Ham Chunks 160g,£3,Co Op,"British Honey Roast Ham Chunks. Cured, cooked and honey roasted formed ham chunks from selected cuts of pork legs.",NA
5000128592642	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Outdoor Bred British Honey Roast Ham Chunks 160g,£3,Co Op,"British Honey Roast Ham Chunks. Cured, cooked and honey roasted formed ham chunks from selected cuts of pork legs.",NA
5060136250194	,"Deli, Pies and Cooked Meats",Quiche and Pasties,Higgidy Family Kitchen Spinach & Red Pepper Quiche with Greek Feta 400g,£4.75,Higgidy,Spinach & Red Pepper Quiche,NA
5000128993081	,"Meat, Fish and Poultry",Cooked Meats,Co-op Irresistible Outdoor Bred Wiltshire Cooked Ham 5 Slices 120g,£3.45,Co-op,"Delicious Wiltshire cured formed ham, made from selected cuts of succulent British pork legs, matured for at least seven days then cooked.",BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
5000128993081	,"Meat, Fish and Poultry",Irresistible Range,Co-op Irresistible Outdoor Bred Wiltshire Cooked Ham 5 Slices 120g,£3.45,Co-op,"Delicious Wiltshire cured formed ham, made from selected cuts of succulent British pork legs, matured for at least seven days then cooked.",BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
5000128993081	,"Deli, Pies and Cooked Meats",2 For £5 on Deli,Co-op Irresistible Outdoor Bred Wiltshire Cooked Ham 5 Slices 120g,£3.45,Co-op,"Delicious Wiltshire cured formed ham, made from selected cuts of succulent British pork legs, matured for at least seven days then cooked.",BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
5000128993081	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Irresistible Outdoor Bred Wiltshire Cooked Ham 5 Slices 120g,£3.45,Co-op,"Delicious Wiltshire cured formed ham, made from selected cuts of succulent British pork legs, matured for at least seven days then cooked.",BUY ANY 2 FOR £6 (Offer valid for delivery until 19/07/2022).
5000128600446	,"Meat, Fish and Poultry",Cooked Meats,Co-op Smooth Brussels Pâté 175g,£1.2,Co-op,Smooth pork liver pâté,NA
5000128600446	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Smooth Brussels Pâté 175g,£1.2,Co-op,Smooth pork liver pâté,NA
5000128766920	,"Meat, Fish and Poultry",Cooked Meats,Co-op British Thin Sliced Chicken 8 Slices 112g,£1,Co-op,Chopped and shaped chicken with added water.,NA
5000128766920	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op British Thin Sliced Chicken 8 Slices 112g,£1,Co-op,Chopped and shaped chicken with added water.,NA
5029266250047	,"Deli, Pies and Cooked Meats",Quiche and Pasties,Island Delight Spicy Vegetable Jamaican Pattie Flaky Pastry 140g,£1,Island Delight,"Spicy Vegetable Pattie: selected mixed vegetables simmered in herbs and spices, baked in a flaky pastry.",NA
5000128971935	,"Deli, Pies and Cooked Meats",Picnic 3 for 2,Co-op Mixed Olives with Feta in a Herb Dressing 150g,£2.8,Co-op,Pitted green and black olives with feta cheese in a herb dressing.,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128971935	,"Deli, Pies and Cooked Meats","Olives, Tapas and Antipasti",Co-op Mixed Olives with Feta in a Herb Dressing 150g,£2.8,Co-op,Pitted green and black olives with feta cheese in a herb dressing.,3 FOR 2 (Offer valid for delivery until 19/07/2022).
5000128843966	,"Meat, Fish and Poultry",Cooked Meats,Co-op Smooth Brussels Pâté 170g,£1.5,Co-op,Smooth pork liver and pork pâté.,NA
5000128843966	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Smooth Brussels Pâté 170g,£1.5,Co-op,Smooth pork liver and pork pâté.,NA
5000128841924	,"Meat, Fish and Poultry",Cooked Meats,Co-op Ready to Eat Sliced Chicken Breast 170g,£3.25,Co-op,Cooked chicken breast slices roasted with brown sugar.,NA
5000128841924	,"Deli, Pies and Cooked Meats",Cooked Meats,Co-op Ready to Eat Sliced Chicken Breast 170g,£3.25,Co-op,Cooked chicken breast slices roasted with brown sugar.,NA
5000128899505	,"Deli, Pies and Cooked Meats",Sausage Rolls and Pork Pies,Co-op 2 Sausage Rolls 110g,£0.85,Co-op,Lightly seasoned British pork sausage meat wrapped in flaky puff pastry.,NA
5000128892759	,"Meat, Fish and Poultry",Cooked Meats,Co-op No Added Water British Roast Chicken 120g,£2.35,Co-op,"British Roast Chicken. Formed chicken, cooked and roasted",BUY ANY 2 FOR £4 (Offer valid for delivery until 19/07/2022).
