Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Packaging & Disposables,791457,5011581066465	,C/PACK ENVIRO FLEXI PAPER STRAW,1 x 150pce,NA,£1.69,20.0%,In Stock,ROBINSON YOUNG,NA,No
"Confectionery, Crisps & Snacks",756067,7613036873932	,ROWNTREE MIXED 1.00#,10X120GRM,£1.00,£5.29,20.0%,In Stock,Nestle UK Ltd,"Visit us at www.rowntrees.co.uk, www.facebook.com/rowntrees or www.twitter.com/rowntrees",No
"Confectionery, Crisps & Snacks",916215,5000237137321	,DISCOS C&O 1.00,NA,NA,NA,0.0%,Out of Stock,KP Snacks Ltd,"Snacks can be enjoyed as part of a balanced diet and healthy lifestyle, including regular exercise.",No
"Confectionery, Crisps & Snacks",792934,5012035965679	,HARIBO GIANT STRAWBS ZING 6P,NA,NA,NA,20.0%,Out of Stock,Haribo Ltd,HARIBO Giant Strawbs Z!NG 790g,No
"Confectionery, Crisps & Snacks",915440,7622201637194	,SOUR PATCH 1.00,NA,NA,NA,20.0%,Out of Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Confectionery, Crisps & Snacks",915178,5012159037955	,TAYTO PRAWN COCKTAIL,NA,NA,NA,20.0%,Out of Stock,Tayto Group Ltd,Head to www.tayto.com to arrange a tour!,No
"Confectionery, Crisps & Snacks",792946,5012035967680	,HARIBO ROTELLA 6P,600X1PK,£0.06,£18.44,20.0%,In Stock,Haribo Ltd,HARIBO Fruit Rotella 800g,No
"Confectionery, Crisps & Snacks",916213,8445290019554	,FRUIT GUMS VEGAN 1.00,10X120GRM,£1.00,£5.29,20.0%,In Stock,Nestle UK Ltd,NA,No
"Confectionery, Crisps & Snacks",916211,8445290094209	,ROWNTREE MIXED VEG 1.00,10X120GRM,£1.00,£5.29,20.0%,In Stock,Nestle UK Ltd,NA,No
"Confectionery, Crisps & Snacks",792939,5012035965754	,HARIBO H/CHERRIES ZING 6P,600X1PK,£0.06,£18.44,20.0%,In Stock,Haribo Ltd,HARIBO Happy Cherries Z!NG 920g,No
"Confectionery, Crisps & Snacks",792941,5012035965754	,HARIBO H/CHERRIES ZING 6P,100X1PK,£0.06,£3.49,20.0%,In Stock,Haribo Ltd,HARIBO Happy Cherries Z!NG 920g,No
Catering Dry Goods,556526,5018010001783	,DAVINCI HAZELNUT SYRUP,1 x 1ltr,NA,£4.89,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
"Confectionery, Crisps & Snacks",792807,5012035965945	,HARIBO HEART THROBS 3P,250X1PK,£0.03,£3.49,20.0%,In Stock,Haribo Ltd,HARIBO Heart Throbs 725g,No
Catering Dry Goods,916514,5098732010720	,MCDONNELLS SPICE BAG ORIGINAL,1 x 600grm,NA,£8.49,0.0%,In Stock,Boyne Valley Foods Limited,McDonnells Foodservice Spice Bag Classic Flavour 600g,No
Catering Dry Goods,526582,5050083220722	,KELLOGG'S CORNFLAKES CATERING PACK,1 x 10kgm,NA,£21.79,0.0%,In Stock,Kellogg's,Visit www.kelloggsvantage.com to help you grow your business,No
"Confectionery, Crisps & Snacks",792701,5012035965839	,HARIBO JELLY BABIES 2P,375X1PK,£0.02,£3.49,20.0%,In Stock,Haribo Ltd,Haribo Jelly Babies 675g,No
Catering Dry Goods,396766,1121212321	,KELLOGGS RICE KRISPIES CATERING PK,1 x 3.3kgm,NA,£9.35,0.0%,In Stock,Kelloggs,NA,No
Catering Dry Goods,556519,5018010001578	,DAVINCI VANILLA SYRUP,1 x 1ltr,NA,£4.75,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,556518,5018010001578	,DAVINCI VANILLA SYRUP,6 x 1ltr,NA,£28.39,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
Catering Dry Goods,396765,1121212321	,KELLOGGS RICE KRISPIES CATERING PK,3X3.3KGM,NA,£27.99,0.0%,In Stock,Kelloggs,Kellogg's Bulk-Pak Rice Krispies Toasted Rice Cereal 10kg,No
Catering Dry Goods,653511,110033000146	,MAXWELL HOUSE R/BLND COFFEE GRANULE,6 x 750grm,NA,£83.94,0.0%,In Stock,Jacobs Douwe Egbert Profession,Nutritional information: Maxwell House is made from 100% natural coffee beans and without any additives. A cup of  this rich coffee can contribute to your daily fluid intake.,No
Catering Dry Goods,653500,105577490	,MAXWELL HOUSE COFFEE POWDER,6 x 750grm,NA,£83.94,0.0%,In Stock,Jacobs Douwe Egbert Profession,Maxwell House Mild Instant Coffee Tin 750g,No
Catering Dry Goods,556521,5018010001783	,DAVINCI HAZELNUT SYRUP,6 x 1ltr,NA,£29.33,0.0%,In Stock,Kerry Ingredients (U.K.) Ltd,"For full range visit davincigourmet.comWant more inspiration & recipes?Follow us on: Facebook, Twitter and Instagram",No
"Biscuits, Bread & Cakes",480762,72417158346	,WAGON WHEELS JAMMIE 1.00,16X6PK,£1.00,£10.39,20.0%,In Stock,SHS Distributors,Wagon Wheels 6 Individually Wrapped Jammie,No
"Biscuits, Bread & Cakes",916042,5000168029177	,MCV JAFFA CAKES 1.00 FROM 1.29,12X122GRM,£1.00,£8.49,0.0%,In Stock,United Biscuits,"www.123healthybalance.comBritain's Got TalentWin Your  Golden Buzzer Moment*Win tickets to the live shows and enjoy money-can't-buy shared experiences**Scan QR code to be in with the chance of winning 70 live final & 130 semi final tickets. 30 VIP tickets for Britain's Got Talent dress rehearsal, and 350 pairs of personalised merchandise. Plus an unmissable trip to America's Got Talent final, to share with a loved one. UK, 18+, Purchase, smartphone, internet & email required. NPN in NI. Closes 31/12/22. 4 prize draws in total between 31/03/22 & 31/12/22 with various prizes. Max 1 entry per day, 10 per draw and 1 prize per draw. Visit mcvitiesbgt.co.uk for full details, T&Cs & Privacy Notice.",No
"Biscuits, Bread & Cakes",754175,7622210934048	,CADBURY COOKIE 1.00,24 x 150grm,£1.00,£15.99,0.0%,In Stock,Kraft Foods UK Ltd,BeTreatwise.net,No
"Biscuits, Bread & Cakes",684403,5000168208701	,MCV DARK DIGESTIVES 1.65,15X266GRM,£1.65,£12.99,20.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",684379,5000168024547	,MCV CARAMEL 1.65,15X250GRM,£1.65,£12.99,20.0%,In Stock,United Biscuits,www.123healthybalance.comFind us at www.mcvities.co.uk,No
"Biscuits, Bread & Cakes",170915,72417140990	,LYONS TOFFYPOPS 1.00,12 x 120grm,£1.00,£7.49,20.0%,In Stock,SHS Distributors,Lyons Biscuits Toffypops 120g,No
Soft Drinks,915839,5054267012042	,LUCOZADE CARRIBBEAN 1.25#,12X380MLS,£1.25,£7.39,20.0%,In Stock,Suntory GB Ltd,Lucozade Energy  Drink Caribbean Crush 380ml PMP £1.25,No
"Biscuits, Bread & Cakes",504728,5000137415970	,JACOBS CREAM CRACKERS,24 x 200grm,£1.29,£22.95,0.0%,In Stock,Jacob's,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",479411,72417158339	,WAGON WHEELS 1.00,NA,NA,NA,20.0%,Out of Stock,SHS Distributors,Wagon Wheels 6 Individually Wrapped,No
"Biscuits, Bread & Cakes",684410,5000168208688	,MCV CHOC DIGESTIVES 1.65,15X266GRM,£1.65,£12.99,20.0%,In Stock,United Biscuits,"Win your golden buzzer moment*Win tickets to the live  shows and enjoy money-can't-buy shared experiences**Scan QR  code to be in with the chance of winning 70 live final & 130 semi final tickets. 30 VIP tickets for Britain's Got Talent dress rehearsal, and 350 pairs of personalised merchandise. Plus an unmissable trip to America's Got Talent final, to share with a loved one. UK, 18+, Purchase, smartphone, internet & email required. NPN in NI. Closes 31/12/22. 4 prize draws in total between 31/03/22 & 31/12/22 with various prizes. Max 1 entry per day, 10 per draw and 1 prize per draw. Visit mcvitiesbgt.co.uk for full details, T&Cs & Privacy Notice.www.123healthybalance.com",No
Soft Drinks,915838,5054267012066	,LUCOZADE APPLE 1.25,12X380MLS,£1.25,£7.39,20.0%,In Stock,Suntory GB Ltd,Lucozade Energy Drink Apple Blast 380ml PMP £1.25,No
Soft Drinks,793349,5054267010611	,LUCOZADE ZERO TROPICAL,12 x 500mls,£1.89,£11.99,20.0%,In Stock,Suntory GB Ltd,Lucozade Zero Tropical 500ml,No
Soft Drinks,793347,5054267005921	,LUCOZADE ZERO ORIGINAL,12 x 500mls,£1.89,£11.99,20.0%,In Stock,Suntory GB Ltd,Lucozade Zero Original 500ml,No
Soft Drinks,181685,5000347071836	,LUCOZADE ORIGINAL,24 x 380mls,£1.29,£14.49,20.0%,In Stock,Lucozade,Lucozade Energy Original 380ml,No
Soft Drinks,915434,5054267009271	,LUCOZADE CITRUS CHILL,24 x 500mls,£1.69,£23.99,20.0%,In Stock,Suntory GB Ltd,Lucozade Energy Drink Citrus Chill 500ml,No
Soft Drinks,163814,5000347060496	,LUCOZADE ORANGE ENERGY,12 x 500mls,£1.89,£11.99,20.0%,In Stock,Lucozade,Lucozade Energy Drink Orange 500ml,No
Soft Drinks,181684,5000347071843	,LUCOZADE ORANGE,24 x 380mls,£1.29,£14.49,20.0%,In Stock,Lucozade,Lucozade Energy Drink Orange 380ml,No
Soft Drinks,435710,87170665	,PEPSI BOTTLE,24 x 500mls,£1.49,£17.99,20.0%,In Stock,Pepsi,Pepsi Cola 500ml,No
Fresh & Chilled Goods,690387,5011069173852	,DENNY GOLD MEDAL SAUSAGES,1 x 600grm,£2.95,£2.25,0.0%,In Stock,Pilgrim Foods,"To find out more, come visit us at www.denny.ie",No
Soft Drinks,435720,87170702	,PEPSI MAX PET,24 x 500mls,£1.25,£15.49,20.0%,In Stock,Pepsi,Pepsi Max 500ml,No
Soft Drinks,639441,5000347054358	,LUCOZADE ENERGY ORIGINALBOTTLE,12 x 500mls,£1.89,£11.99,20.0%,In Stock,Lucozade,Lucozade Energy Drink Original 500ml,No
Fresh & Chilled Goods,690386,5011069173852	,DENNY GOLD MEDAL SAUSAGES,6 x 600grm,£2.95,£13.29,0.0%,In Stock,Pilgrim Foods,"To find out more, come visit us at www.denny.ie",No
Fresh & Chilled Goods,490157,5060393478669	,MCATAMNEY JUMBO PORK SAUSAGES,4 x 1kgm,NA,£19.96,0.0%,In Stock,K&G McAtamney Ltd,K & G McAtamney Jumbo Pork Sausage 1kg,No
Soft Drinks,793348,5054267005051	,LUCOZADE ZERO PINK,12 x 500mls,£1.89,£11.99,20.0%,In Stock,Suntory GB Ltd,Lucozade Zero Pink Lemonade 500ml,No
Fresh & Chilled Goods,487745,5060393478669	,MCATAMNEY JUMBO PORK SAUSAGES,1 x 1kgm,NA,£4.99,0.0%,In Stock,K&G McAtamney Ltd,K & G McAtamney Jumbo Pork Sausage 1kg,No
Fresh & Chilled Goods,487654,5060393478645	,MCATAMNEY JUMBO PORK+LEEK SAUSAGES,4 x 1kgm,NA,£19.96,0.0%,In Stock,K&G McAtamney Ltd,K & G McAtamney Pork & Leek Sausage 1kg,No
Fresh & Chilled Goods,447381,5060393471462	,MCATAMNEY STEAK BLK PEPPER SAUSAGE,4 x 1kgm,NA,£19.96,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,447382,5060393471462	,MCATAMNEY STEAK BLK PEPPER SAUSAGE,1 x 1kgm,NA,£4.99,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,490156,5060393478645	,MCATAMNEY JUMBO PORK+LEEK SAUSAGES,1 x 1kgm,NA,£4.99,0.0%,In Stock,K&G McAtamney Ltd,K & G McAtamney Pork & Leek Sausage 1kg,No
Fresh & Chilled Goods,310397,5010386095007	,DROMONA COUNTRY GOLD,1 x 2kgm,£6.49,£4.75,0.0%,In Stock,Dromona,Country Gold 2kg,No
Fresh & Chilled Goods,494031,501038610259	,NATURAL YOGHURT,1 x 2.2kgm,NA,£3.05,0.0%,In Stock,Dromona Quality Foods,Rowan Glen Fresh Natural Low Fat Yogurt 2.25kg,No
Fresh & Chilled Goods,392346,5028330000083	,KERRYMAID BURGER CHEESE SLICES,8X1.4KGM,£9.65,£55.79,0.0%,In Stock,Kerrymaid,Kerrymaid Perfect Melt Original Slices 1.4kg,No
Fresh & Chilled Goods,310396,5010386095007	,DROMONA COUNTRY GOLD,6 x 2kgm,£6.49,£28.49,0.0%,In Stock,Dromona,Country Gold 2kg,No
Fresh & Chilled Goods,186523,5010386084001	,DROMONA GRATED CHEESE,1 x 2kgm,NA,£10.29,0.0%,In Stock,Dromona Quality Foods,Dromona Grated Mild Cheddar 2kg,No
Fresh & Chilled Goods,119464,5011069150877	,KERRYMAID PIZZA GRATED,1 x 2kgm,NA,£10.89,0.0%,In Stock,Kerrymaid,Kerrymaid Perfect Melt Pizza Grate 2kg,No
Fresh & Chilled Goods,392587,5028330000083	,KERRYMAID BURGER CHEESE SLICES,1 x 1.4kgm,£9.65,£6.99,0.0%,In Stock,Kerrymaid,Kerrymaid Perfect Melt Original Slices 1.4kg,No
Fresh & Chilled Goods,447378,5060393471981	,MCATAMNEY PORK CHILLI ONION SAUSAGE,1 x 1kgm,NA,£4.99,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,186522,5010386084001	,DROMONA GRATED CHEESE,2 x 2kgm,NA,£19.69,0.0%,In Stock,Dromona Quality Foods,Dromona Grated Mild Cheddar 2kg,No
Fresh & Chilled Goods,119463,5011069150877	,KERRYMAID PIZZA GRATED,6 x 2kgm,NA,£65.25,0.0%,In Stock,Kerrymaid,Kerrymaid Perfect Melt Pizza Grate 2kg,No
Fresh & Chilled Goods,557669,5000136076899	,PHILADELPHIA ORIGINAL CATERING TUB,1X1.65KGM,NA,£11.19,0.0%,In Stock,Kraft Foods Uk Ltd,See our recipes at www.phillychef.co.uk for more delicious inspiration.,No
Fresh & Chilled Goods,119457,5000187121258	,KERRYMAID GRATED WHITE CHEESE,1 x 2kgm,NA,£8.99,0.0%,In Stock,Kerrymaid,Kerrymaid Mild & Creamy Grated White 2kg,No
Fresh & Chilled Goods,119456,5000187121258	,KERRYMAID GRATED WHITE CHEESE,6 x 2kgm,NA,£53.94,0.0%,In Stock,Kerrymaid,Kerrymaid Mild & Creamy Grated White 2kg,No
Fresh & Chilled Goods,786929,5099839696275	,BLACK ANGUS 7OZ BURGER,1 x 12pce,NA,£17.99,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,447377,5060393471981	,MCATAMNEY PORK CHILLI ONION SAUSAGE,4 x 1kgm,NA,£19.96,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,490225,2080107000000	,MCATAMNEY PORK LOIN,1XKGM,NA,£3.89,0.0%,In Stock,K&G McAtamney Ltd,K & G McAtamney Pork Loin 4.68kg,No
Fresh & Chilled Goods,448056,280102000000	,MCATAMNEY PORK BELLY,1XKGM,NA,£4.85,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,755217,177860141190	,ROBS PULLED HAM HOCK,1 x 800grm,NA,£5.15,0.0%,In Stock,Robinson Ltd Fred,NA,No
Fresh & Chilled Goods,789275,5202390015359	,VIOLIFE SLICES,1 x 200grm,NA,£1.49,0.0%,In Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,789274,5202390015359	,VIOLIFE SLICES,12 x 200grm,NA,£17.89,0.0%,In Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,789216,5202390013836	,VIOLIFE CREAMY ORIGINAL,8 x 200grm,NA,£12.65,0.0%,In Stock,Upfield Spread Irl Ltd,For more information and recipe ideas see www.violife.com,No
Fresh & Chilled Goods,646539,5011069034528	,KERRYMAID DAIRY SPREAD,1 x 1kgm,£3.59,£2.55,0.0%,In Stock,Kerrymaid,Kerrymaid 1kg,No
Fresh & Chilled Goods,789217,5202390013836	,VIOLIFE CREAMY ORIGINAL,1 x 200grm,NA,£1.59,0.0%,In Stock,Upfield Spread Irl Ltd,For more information and recipe ideas see www.violife.com,No
Fresh & Chilled Goods,501763,208011500000	,MCATAMNEY PORK SHLD BONELESS,1XKGM,NA,£4.49,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,776573,5060551219004	,MCATAMNEY 8OZ STEAK BURGER,2X12PCE,NA,£37.98,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,776568,5060551218984	,MCATAMNEY 6OZ STEAK BURGERS,1 x 12pce,NA,£12.99,0.0%,In Stock,K&G McAtamney Ltd,NA,No
"Confectionery, Crisps & Snacks",756068,8593893752917	,ROWNTREE RANDOMS 1.00#,10X120GRM,£1.00,£5.29,20.0%,In Stock,Nestle UK Ltd,"Visit us at www.rowntrees.co.uk, www.facebook.com/rowntrees or www.twitter.com/rowntrees",No
Fresh & Chilled Goods,776567,5060551218984	,MCATAMNEY 6OZ STEAK BURGERS,2X12PCE,NA,£25.98,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,101179,2056439000000	,SM BEEF FLANK STEAK AVG W 2.2KG,1XKGM,NA,£9.49,0.0%,In Stock,Simply Meat,NA,No
Fresh & Chilled Goods,790244,5099839699634	,S/M 8OZ RUMP STEAK TOURNEDOS,1 x 5pce,NA,£15.99,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,790243,5099839699634	,S/M 8OZ RUMP STEAK TOURNEDOS,5 x 5pce,NA,£79.95,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,475503,2052586000000	,SM JACOBS LADDER BEEF AVG W 1.74KG,1XKGM,NA,£5.99,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,757668,5099839666759	,SM BEEF STRIPLOIN STEAK 10OZ/283G,1 x 5pce,NA,£27.50,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,757667,5099839666759	,SM BEEF STRIPLOIN STEAK 10OZ/283G,5 x 5pce,NA,£137.50,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,439042,2053843000000	,B/S BEEF BRISKET AVG W 9.5KG,1XKGM,NA,£6.19,0.0%,In Stock,Kepak,Butchers Select Brisket Fresh,No
Fresh & Chilled Goods,794175,5018222001465	,MMF SAUSAGE ROLLS 4 PACK,6 x 240grm,£2.02,£6.89,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,743606,5060072990024	,MASH DIRECT CHAMP,6 x 400grm,£1.42,£5.85,0.0%,In Stock,MASH DIRECT,Mash Direct Champ 400g,No
Fresh & Chilled Goods,743598,5060072990017	,MASH DIRECT MASHED POTATO,1 x 400grm,£1.42,£0.99,0.0%,In Stock,MASH DIRECT,Mash Direct Mashed Potato 400g,No
Fresh & Chilled Goods,743607,5060072990024	,MASH DIRECT CHAMP,1 x 400grm,£1.42,£0.99,0.0%,In Stock,MASH DIRECT,Mash Direct Champ 400g,No
Fresh & Chilled Goods,755711,5060072991830	,M/DIRECT B/BATTERED ONION RINGS,1 x 300grm,£2.05,£1.29,0.0%,In Stock,MASH DIRECT,Mash Direct Beer Battered Onion Rings 200g,No
Fresh & Chilled Goods,743596,5060072990017	,MASH DIRECT MASHED POTATO,6 x 400grm,£1.42,£5.95,0.0%,In Stock,MASH DIRECT,Mash Direct Mashed Potato 400g,No
Fresh & Chilled Goods,767148,5057624242465	,DENNY D/STYLE W/THIN CRUMB HAM,1 x 90grm,£1.25,£1.35,0.0%,In Stock,Pilgrim Foods,Visit denny.ie for our Sourcing Policy.,No
Fresh & Chilled Goods,545471,5060072990871	,MASH DIRECT POTATO ROSTI,1 x 180grm,£1.25,£0.99,0.0%,In Stock,MASH DIRECT,Mash Direct Potato Rosti 180g,No
Fresh & Chilled Goods,544566,5060072990871	,MASH DIRECT POTATO ROSTI,6 x 180grm,£1.25,£5.95,0.0%,In Stock,MASH DIRECT,Mash Direct Potato Rosti 180g,No
Fresh & Chilled Goods,755710,5060072991830	,M/DIRECT B/BATTERED ONION RINGS,6 x 300grm,£2.05,£7.65,0.0%,In Stock,MASH DIRECT,Mash Direct Beer Battered Onion Rings 200g,No
Fresh & Chilled Goods,776572,5060551219035	,MCATAMNEY 8OZ BLK PEPPERBURGER,NA,NA,NA,0.0%,Out of Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,786915,5099839696275	,BLACK ANGUS 7OZ BURGER,NA,NA,NA,0.0%,Out of Stock,Kepak,NA,No
Fresh & Chilled Goods,776571,5060551219035	,MCATAMNEY 8OZ BLK PEPPERBURGER,NA,NA,NA,0.0%,Out of Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,539638,5011069034528	,KERRYMAID DAIRY SPREAD,NA,NA,NA,0.0%,Out of Stock,Kerrymaid,Kerrymaid 1kg,No
Fresh & Chilled Goods,794731,5202390021985	,VIOLIFE MATURE GRATED CHEDDAR,NA,NA,NA,0.0%,Out of Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,789215,5000187122231	,KERRYMAID VEGAN CHEESE SLICES,NA,NA,NA,0.0%,Out of Stock,Kerry Foods Ltd,NA,No
Fresh & Chilled Goods,794724,5202390021985	,VIOLIFE MATURE GRATED CHEDDAR,NA,NA,NA,0.0%,Out of Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,789214,5000187122231	,KERRYMAID VEGAN CHEESE SLICES,NA,NA,NA,0.0%,Out of Stock,Kerry Foods Ltd,Kerrymaid Sunflower Light 500g,No
Fresh & Chilled Goods,530367,5011069162672	,DENNY HICKORY SMOKED BACON,NA,NA,NA,0.0%,Out of Stock,Denny,NA,No
Fresh & Chilled Goods,528038,5011069162672	,DENNY HICKORY SMOKED BACON,NA,NA,NA,0.0%,Out of Stock,Denny,NA,No
Fresh & Chilled Goods,767147,5057624242465	,DENNY D/STYLE W/THIN CRUMB HAM,12 x 90grm,£1.25,£16.09,0.0%,In Stock,Pilgrim Foods,Visit denny.ie for our Sourcing Policy.,No
Fresh & Chilled Goods,794181,5018222001465	,MMF SAUSAGE ROLLS 4 PACK,1 x 240grm,£2.02,£1.15,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,524791,5099839628849	,B/S SIRLOIN RUMP STEAK 8OZ/227G,5 x 5pce,NA,£99.95,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,776574,5060551219004	,MCATAMNEY 8OZ STEAK BURGER,1 x 12pce,NA,£18.99,0.0%,In Stock,K&G McAtamney Ltd,NA,No
Fresh & Chilled Goods,524841,5099839628849	,B/S SIRLOIN RUMP STEAK 8OZ/227G,1 x 5pce,NA,£19.99,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,273583,5011069001254	,LOW LOW SPREAD,1 x 500grm,£2.15,£1.49,0.0%,In Stock,Kerry LowLow,Kerry LowLow Original 500g,No
Alcohol & Tobacco,914806,5000435016398	,RICHMOND SK ORIGINAL,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Original Superkings 20,No
Alcohol & Tobacco,914805,5000435016428	,RICHMOND SK BRIGHT NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Bright Superkings 20,No
Fresh & Chilled Goods,539678,5011069001254	,LOW LOW SPREAD,24 x 500grm,£2.15,£35.45,0.0%,In Stock,Kerry LowLow,Kerry LowLow Original 500g,No
Alcohol & Tobacco,916645,5000143949131	,MAYFAIR SILVER SK,10 x 20pk,£10.15,£80.59,20.0%,In Stock,Gallaher Ltd,Mayfair 20 Cigarettes Superkings Silver,No
Alcohol & Tobacco,779288,5000435014691	,EMBASSY KS SILVER NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Embassy Signature Silver 20,No
Alcohol & Tobacco,779286,500043514660	,EMBASSY SK GOLD SIGNATURE NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,NA,No
Alcohol & Tobacco,779285,5000435014639	,EMBASSY KS GOLD SIGNATURE NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Embassy Signature Gold 20,No
Alcohol & Tobacco,779277,5000435015674	,RICHMOND SK GREEN NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Green Filter Superkings 20 Cigarettes,No
Alcohol & Tobacco,779278,5000435015643	,RICHMOND KS REAL BLUE NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Original 20,No
Alcohol & Tobacco,779272,5000435015223	,L&B KS REAL BLUE NI,10 x 20pk,£10.40,£84.65,20.0%,In Stock,Imperial Tobacco Ltd,L & B Blue Real Blue 20,No
Alcohol & Tobacco,779271,5000435015315	,L&B KS BLUE NEW CRUSH NI,10 x 20pk,£10.40,£84.65,20.0%,In Stock,Imperial Tobacco Ltd,L&B Blue New Crush 20 Cigarettes,No
Alcohol & Tobacco,779270,5000435015254	,L&B SK BLUE LONGER LASTING NI,10 x 20pk,£10.40,£85.05,20.0%,In Stock,Imperial Tobacco Ltd,L & B Blue Longer Lasting Superkings 20,No
"Health, Beauty & Baby",772792,5000209100513	,COLGATE CAVITY PUMP TOOTHPASTE,6 x 100mls,£3.29,£11.49,20.0%,In Stock,Colgate,Colgate Cavity Protection Toothpaste 100ml,No
Fresh & Chilled Goods,775487,5060551218281	,FROZEN PORK LOIN RIBS,1 x 10kgm,NA,£47.99,0.0%,In Stock,K&G McAtamney Ltd,NA,No
"Health, Beauty & Baby",660459,8714789498591	,COLGATE ADVANCE WHITE 1.00,12 x 50mls,£1.00,£7.99,20.0%,In Stock,Colgate,Colgate Advanced White Toothpaste is a safe and effective way of keeping your teeth healthy and white for longer.  Our new formula contains active micro-cleansing crystals that are clinically proven to gently polish and effectively whiten teeth in just 10 days*. Surface stains are removed while helping to prevent new stains. *when used twice daily.,No
"Health, Beauty & Baby",485704,8714789529479	,COLGATE TRIPLE ACTION TOOTHPASTE,12 x 100mls,£1.91,£13.29,20.0%,In Stock,SHS Distributors,"The triple-clean feeling of Colgate Triple Action Toothpaste will keep you smiling all day. It contains fluoride to help protect against cavities, helps remove surface stains for whiter teeth, and has a great mint taste for fresher breath.",No
"Health, Beauty & Baby",760937,4056800772971	,SILVIKRIN NATURAL HAIRSPRAY,6 x 400mls,£3.99,£14.69,20.0%,In Stock,Interactive Irl Ltd,"Wella Silvikrin Natural Hold Hairspray, 400ml",No
"Health, Beauty & Baby",760938,4056800772889	,SILVIKRIN FIRM HAIRSPRAY,6 x 400mls,£3.99,£14.69,20.0%,In Stock,Interactive Irl Ltd,"Wella Silvikrin Firm Hold Hairspray, 400ml",No
"Health, Beauty & Baby",524938,5000167013696	,NUROFEN,12X12PK,£2.29,£16.49,20.0%,In Stock,SHS Distributors,Nurofen 200mg Tablets 6 Tablets,No
"Health, Beauty & Baby",152185,5000167015591	,NUROFEN CAPLETS,12X12PK,£2.39,£16.99,20.0%,In Stock,SHS Distributors,"Nurofen Ibuprofen, 200mg Caplets, Pack of 12",No
"Health, Beauty & Baby",705685,2345151515	,NUROFEN EXPRESS LIQ CAPS,6X10PK,£3.29,£11.69,20.0%,In Stock,SHS Distributors,Nurofen Express Pain Relief 200mg Liquid Capsules x10,No
Alcohol & Tobacco,779268,5000435015285	,L&B KS BLUE BRIGHT AIR FILTER NI,10 x 20pk,£10.40,£84.65,20.0%,In Stock,Imperial Tobacco Ltd,L&B Blue Bright Air Filter 20 Cigarettes,No
