ProductDescription,TescoProductID,BaseID,SpecialOffer,OfferStartDate,OfferEndDate,WebLink,CurrentlyAvailable,Barcode,Price,UnitOfMeasure,DateScraped
Tesco White Envelopes Dl Pack Of 25,250297829,54976847,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250297829,True,5052003886179	,1.60,EACH,2022-01-27
Loctite Liquid Superglue 3G,253799488,51046718,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253799488,True,5010305061236	,4.00,kg,2022-01-27
Tesco Clear Easy Tear Sticky Tape 25Mm X 60M 2 Pack,259048570,58107348,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259048570,True,5057373664921	,2.00,EACH,2022-01-27
Tesco Reporters Notebook 160 Pages,271660293,70828314,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660293,True,5057967776061	,1.25,EACH,2022-01-27
Zebra Grip Ballpoint Pens Black 10 Pack,260160792,58867233,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260160792,True,5024475019515	,3.50,EACH,2022-01-27
Bic Cristal Pens Assorted 10 Pack,266783310,66085748,SAVE 25% Was  4.50,20/1/2022,23/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=266783310,True,3086121601125	,3.37,EACH,2022-01-27
Staedtler Noris Pencils Assorted 5 Pack,263115894,61848678,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=263115894,True,4007817084670	,3.50,EACH,2022-01-27
Tesco A4 Refill Pad 160 Pages,271660517,70828533,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660517,True,5057967776092	,1.25,EACH,2022-01-27
Tesco Clear Easy Tear Sticky Tape 18Mm X 30M 2 Pack,259048702,58108088,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259048702,True,5057373664891	,1.20,EACH,2022-01-27
Staedtler 10Hb Noris Pencils With Eraser/Sharpener,255505548,55980074,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255505548,True,4007817119181	,4.00,EACH,2022-01-27
Tesco Self- Adhesive White Labels 250 Roll,252967798,50941486,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=252967798,True,5000358324341	,1.60,EACH,2022-01-27
Tesco Sticky Notes 76Mmx76mm Yellow 100Shts,258864371,56935298,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258864371,True,5051008744200	,1.60,EACH,2022-01-27
Staedtler Textsurfer Highlighters 4 Pack,260119366,58827575,SAVE 25% Was  6.75,20/1/2022,23/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=260119366,True,4007817321027	,5.06,EACH,2022-01-27
Tesco 20 Pocket Display Book Assorted,271660483,70828504,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660483,True,5052109982744	,2.00,EACH,2022-01-27
Tesco A4 Clipboard,271660333,70828354,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660333,True,5052109982591	,3.00,EACH,2022-01-27
Tesco A6 Polypropylene Spiral Notebook 160 Pages,262782526,61522954,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=262782526,True,5057967776153	,1.50,EACH,2022-01-27
Sharpie Prmt Markers Asstd 12 Pack,261554682,60324608,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=261554682,True,3026980654047	,14.76,EACH,2022-01-27
Tesco Popper Doc Wallet 5 Pack,257168690,58523502,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=257168690,True,5052003886032	,2.25,EACH,2022-01-27
Tesco A4 File Dividers 1-12,262703401,61446399,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=262703401,True,5052003885981	,3.20,EACH,2022-01-27
Loctite 5G Easy Brush Superglue,255184765,57555051,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255184765,True,5010305061113	,5.00,EACH,2022-01-27
Tesco Dishwashing Rubber Gloves Small 1 Pair,250358326,55014597,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250358326,True,5000436934448	,0.55,EACH,2022-01-27
Glade Solid Gel Air Freshener Lavender,262369082,61120180,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=262369082,True,0000050204649	,1.55,EACH,2022-01-27
Tesco Practic Fsc Wooden Spoon,252534011,54234107,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=252534011,True,5051951050533	,0.85,EACH,2022-01-27
Tesco Solid Gel Air Freshener Cotton Fresh,254179255,55064266,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=254179255,True,0000003200889	,0.55,EACH,2022-01-27
Pyrex 0.5L Measuring Jug,255512257,51149167,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255512257,True,5010762010631	,8.00,EACH,2022-01-27
Little Tree Black Ice,259073458,58267428,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259073458,True,0076171101556	,2.00,EACH,2022-01-27
Airwick Fresh Matic Max Freshmatic Refill Purple Lavender 250 Ml,258291057,50608686,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258291057,True,3059943009080	,5.00,LITRE,2022-01-27
Glade Solid Gel Air Freshener Relaxing Zen,266021239,65343975,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=266021239,True,5000204539752	,1.55,EACH,2022-01-27
Tesco Practic Wooden Pastry Brush,255404092,51034769,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255404092,True,5052909556169	,3.00,EACH,2022-01-27
Playdoh Single Tubs,255444781,51367219,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255444781,True,5010994966324	,1.25,EACH,2022-01-27
Little Tree New Car,250989224,55331993,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250989224,True,0076171101891	,2.00,EACH,2022-01-27
Pyrex 1.0L Bowl,255512384,51149294,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255512384,True,5010762010594	,7.00,EACH,2022-01-27
Tesco Hangers 6 Pack Grey,273772917,71871041,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=273772917,True,5057545092705	,3.00,EACH,2022-01-27
Little Tree Vanilla,250989230,55332001,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250989230,True,0076171101051	,2.00,EACH,2022-01-27
Pyrex 1.0L Measuring Jug,255512418,51149328,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255512418,True,5010762010648	,11.00,EACH,2022-01-27
Salter 1036 Self Service Platform Scale 5Kg,264704921,64062669,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=264704921,True,5010777125184	,24.00,EACH,2022-01-27
Jelly Belly Air Freshener Blueberry,250090797,52415450,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250090797,True,5010555152142	,4.50,EACH,2022-01-27
Tesco Stainless Steel Dish Drainer,263866196,62580871,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=263866196,True,5057545092347	,11.00,EACH,2022-01-27
Prestone Antifreeze And Coolant 1 Litre,259578725,63104945,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259578725,True,5010218006874	,7.50,LITRE,2022-01-27
Hot Wheels Die Cast 5 Pack Asst.,252472947,52733234,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=252472947,True,0074299018060	,9.00,EACH,2022-01-27
Lamaze Freddie The Firefly,266512488,65821594,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=266512488,True,0796714270241	,14.99,EACH,2022-01-27
Play Doh Ice Cream Playset,305179349,87414766,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305179349,True,5010993635863	,24.00,EACH,2022-01-27
Play Doh Create N Canister,296554536,83140842,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296554536,True,5010993448630	,41.32,EACH,2022-01-27
Rainbocorns Wild Surprise,302092704,85884494,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302092704,True,4894680001114	,30.00,EACH,2022-01-27
Rolson Puncture Repair Kit,285941135,77851568,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285941135,True,5029594406086	,3.55,EACH,2022-01-27
Tesco Colour Flame Candles 12 Pack,293097062,81433879,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=293097062,True,5057008208391	,4.00,EACH,2022-01-27
Peter Booties Gift Set,306353199,88022623,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306353199,True,5014475013187	,14.99,EACH,2022-01-27
Nature Wick Scented Candle Sage And White Pepper,306752989,88207751,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306752989,True,5038581108735	,16.50,EACH,2022-01-27
Fox And Ivy Gold Leopard Print Mug,306122071,87906046,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306122071,True,5059316753457	,5.52,EACH,2022-01-27
Command Small Hooks Value Pack 6 Pc,284886098,77322584,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=284886098,True,0051131949430	,8.00,EACH,2022-01-27
Tesco Aura Side Plate Sea Green,306120447,87905168,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306120447,True,5059316751897	,2.50,EACH,2022-01-27
F&I Scented 100Ml Diffuser - Peony Blush,305463048,87557936,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305463048,True,5059316412095	,9.00,EACH,2022-01-27
Simoniz Gloss Dashboard Protector 500Ml,287525775,78643266,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=287525775,True,5010218007932	,7.00,LITRE,2022-01-27
Tesco Teddy Fitted Sheet Silver King Size,306382286,88036221,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306382286,True,5059316892675	,9.99,EACH,2022-01-27
Keep It Handy Glasses Case,306350559,88021322,Any 2 For 2.00,13/5/2021,28/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=306350559,True,5056175945566	,1.29,EACH,2022-01-27
Go Cook Duo Peeler,300408768,85048200,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=300408768,True,5057753093068	,7.50,EACH,2022-01-27
F&I Egyption Cotton 400 Tc Flexible Fit White Double,306382424,88036365,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306382424,True,5059316892811	,23.00,EACH,2022-01-27
Tesco 28Cm Stir Fry,306140982,87917396,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306140982,True,5059316765375	,11.00,EACH,2022-01-27
Gorilla Superglue Gel 15G,291640760,80718654,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291640760,True,5704947001636	,7.50,kg,2022-01-27
Tesco 317G Candle Candied Flowers And Petals,305153628,87401476,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305153628,True,5059316271708	,4.50,kg,2022-01-27
Peter Rabbit Muslin Gift Set,306316867,88004017,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306316867,True,5014475015990	,23.99,EACH,2022-01-27
Barbie Convertible Car And Doll,273895754,71917213,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=273895754,True,0887961615517	,36.00,EACH,2022-01-27
Keel Pugsley Soft Toy,297392996,83550915,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297392996,True,5027148012325	,7.25,EACH,2022-01-27
Favourite Friends Basic Nightwear,303310319,86510901,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303310319,True,0042607184950	,10.75,EACH,2022-01-27
Hot Wheels City Assorted,304088908,86897552,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304088908,True,NA,12.50,EACH,2022-01-27
Smashers Medium Surprise Egg,306578464,88127632,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306578464,True,4894680011472	,10.00,EACH,2022-01-27
Matchbox 9 Pack,303746155,86725895,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303746155,True,0746775159702	,10.00,EACH,2022-01-27
Minecraft 3.5 Inch Fig,304012170,86822463,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304012170,True,0887961724974	,12.50,EACH,2022-01-27
Snazaroo Rainbow Kit,305676188,87663574,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305676188,True,0766416101020	,10.00,EACH,2022-01-27
Vtech Toot Toot Drivers 3 In 1 Raceway,305667936,87659240,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305667936,True,3417765275036	,22.50,EACH,2022-01-27
Tesco Leopard Duvet Set Single,308611785,89135799,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308611785,True,5059512966880	,12.00,EACH,2022-01-27
F&I Navy Blue Feather Velvet Double,308612162,89136176,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308612162,True,5059512967269	,39.00,EACH,2022-01-27
Tesco Super Soft Cotton Bathsheet Blossom Pink,304634948,87141247,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304634948,True,5059316043657	,14.50,EACH,2022-01-27
Tesco Scented Wax Melt-White Linen And Orchid,296205858,82970722,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296205858,True,5057373500373	,0.95,EACH,2022-01-27
Hinch Oversized Seersucker Silver Double,307470969,88562058,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=307470969,True,5059512392689	,29.00,EACH,2022-01-27
Tesco 100 Cotton Bath Sheet Raspberry,308575216,89118336,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308575216,True,5059512944994	,7.00,EACH,2022-01-27
Slumberdown Big Hugs 13.5 Tog Duvet King,301418697,85552426,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=301418697,True,NA,28.00,EACH,2022-01-27
Munchkin Boat Train,289117112,79444074,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289117112,True,5019090120067	,3.50,EACH,2022-01-27
Spiderman Movie Suit,304100970,86902363,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304100970,True,5010993812851	,18.00,EACH,2022-01-27
Barbie Colour Reveal Doll,305450524,87500742,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305450524,True,0887961885538	,24.00,EACH,2022-01-27
Licensed Mini Memory Game,274572922,72254724,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=274572922,True,4005556221820	,6.99,EACH,2022-01-27
Monster Jam Rev N Roar,303147708,86430742,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303147708,True,0778988553930	,12.00,EACH,2022-01-27
Tesco Square Sandwich Tin 20Cm,309629399,89699649,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309629399,True,5059697468216	,2.50,EACH,2022-01-27
Clementoni Soft Blocks 24 Bag,302618954,86168298,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302618954,True,8005125148899	,19.99,EACH,2022-01-27
Favourite Friends Basic Daytime Outfit,303310302,86510890,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303310302,True,0042607192498	,10.75,EACH,2022-01-27
Roblox Core Blind Bag,295088900,82416412,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=295088900,True,0191726015048	,5.00,EACH,2022-01-27
Vtech Little Singing Puppy,296612301,83167223,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=296612301,True,3417765023033	,15.00,EACH,2022-01-27
Hypro Basketball Size 5,305115110,87381567,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305115110,True,5037970069497	,9.50,EACH,2022-01-27
Flappy The Elephant,303647900,86676877,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303647900,True,0778988484296	,34.99,EACH,2022-01-27
Winnie The Pooh Ring Rattle Assorted,273557735,71739153,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=273557735,True,5050624224851	,7.99,EACH,2022-01-27
Dino Strike 5 Surprise,305025078,87348775,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305025078,True,4894680002357	,7.25,EACH,2022-01-27
Peppa Pig Bus,306564492,88121788,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306564492,True,8005125172481	,18.00,EACH,2022-01-27
Paw Patrol 60 Ml Bubbles,298285420,83990774,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=298285420,True,8007315693004	,0.75,EACH,2022-01-27
Peppa 60Ml Bubbles,304902793,87285658,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304902793,True,8007315597005	,0.75,LITRE,2022-01-27
Frozen 2 Classic Doll Assorted,304071679,86857715,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304071679,True,5010993608331	,18.00,EACH,2022-01-27
Munchkin Scuba Buddy Penguin,286632586,78198677,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=286632586,True,5019090119726	,6.49,EACH,2022-01-27
Cake Party Glasses,302997072,86357368,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302997072,True,4897069596904	,3.50,EACH,2022-01-27
Unicorn Figure Balloon,304727171,87198632,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304727171,True,5015327109140	,4.59,EACH,2022-01-27
Nuby Water Wheel,302869397,86293016,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302869397,True,0048526991945	,12.99,EACH,2022-01-27
Tesco Napkins White 30Cm 1Ply 100 Pack,257391879,58639377,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=257391879,True,5000462938076	,1.00,EACH,2022-01-27
Tesco Paper Plates White 23Cm 50 Pack,259396030,62370394,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259396030,True,5051790722974	,2.50,EACH,2022-01-27
Tesco Napkins Red 33Cm 2Ply 50 Pack,253524578,51006469,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253524578,True,5000358368598	,2.50,EACH,2022-01-27
Tesco Party Happy Birthday Candles,251230928,50836784,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=251230928,True,5000358174687	,3.00,EACH,2022-01-27
Tesco Napkins White 33Cm 2Ply 50 Pack,262271980,61025039,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=262271980,True,5051399282886	,2.50,EACH,2022-01-27
Tesco Napkins Cream 33Cm 2Ply 50 Pack,253524618,51006475,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253524618,True,5000358368611	,2.50,EACH,2022-01-27
Tesco Party Foil Hats 6 Pack,250132328,54884103,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250132328,True,5000436837978	,2.50,EACH,2022-01-27
Tesco Blue Candy Stripe 12 Candles And Holder,259423120,62987956,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259423120,True,5051790744518	,1.40,EACH,2022-01-27
Tesco Pink Candy Stripe 12 Candles And Holder,259423137,62987966,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259423137,True,5051790744532	,1.40,EACH,2022-01-27
Tesco White Candles 24 Pack,259423143,62987972,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259423143,True,5051790744556	,2.25,EACH,2022-01-27
Tesco Extra Strength Paper Plates White 22Cm 25 Pack,259396076,62375325,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259396076,True,5051790723025	,4.00,EACH,2022-01-27
Tesco Party Balloons Age 6 10 Pack,253684848,51033908,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253684848,True,5010204097312	,1.65,EACH,2022-01-27
Tesco Napkins White 40Cm 2Ply 50 Pack,263637190,62357088,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=263637190,True,5051622795879	,3.00,EACH,2022-01-27
Tesco Table Cover White 90X90cm 4 Pack,253903633,56909038,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253903633,True,5010204271354	,3.50,EACH,2022-01-27
Mr Kipling Bramley Apple Pies 6 Pack,254948273,50063880,SAVE 1.15 Was  3.15 Now  2.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=254948273,True,5000221002338	,2.00,EACH,2022-01-27
White Confetti,281066843,75390972,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=281066843,True,5052714041119	,1.65,EACH,2022-01-27
Tesco White Table Cover 180X118cm,294508526,82137552,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=294508526,True,5059316987678	,3.50,EACH,2022-01-27
Go Create Paint Brushes 3 Pack,281467602,75592163,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=281467602,True,5053526574130	,2.40,EACH,2022-01-27
Tesco Sea Salt & Sandalwood Melt,299644080,84664923,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=299644080,True,5057545767306	,0.95,EACH,2022-01-27
Tesco Cup Cake Stand,303906796,86805294,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303906796,True,5057967723577	,5.00,EACH,2022-01-27
Happy Birthday Candles Headband,292508558,81149127,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=292508558,True,0013051292447	,4.50,EACH,2022-01-27
Orchard Mini Games,303414289,86506262,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303414289,True,NA,4.99,EACH,2022-01-27
