Barcode,Product ID,Product Name,Description,Wholesale Price,Packet Format,Vat,On Promo,Promotional Price
5000435010747	,248805,Gold Leaf JPS Quality Blend Includes Cigarette Papers 50g,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £89.93, 5 x 50g , 20%,No,N/A
5000435010716	,248804,Gold Leaf JPS Quality Blend Includes Cigarette Papers 30g,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £53.48, 5 x 30g , 20%,No,N/A
6972866502872	,273218,Geek Bar Disposable Peach Ice,2% NicotineUp to 575 PuffsBattery: 500mAh E-Liquid Capacity: 2 ml Package Contains: 1 x Geek Bar Disposable Device 1 x Leaflet Nicotine Strength: 20mg/ml Nicotine Dose per Puff: 105µgNumber of uses/Uses: 575Up to 575 puffsStatutory/Years: 18, £29.99, 10 x Sgl , 20%,No,N/A
6972866502902	,273288,Geek Bar Disposable Watermelon Ice,Up to 575 Puffs2% NicBattery: 500mAh Capacity: 2ml E-liquid Nicotine Strength: 20mg/ml Package Contains: 1 x Geek Bar Disposable DeviceStatutory/Years: 18, £29.99, 10 x Sgl , 20%,No,N/A
6972866502926	,273289,Geek Bar Disposable Sweet Strawberry 20mg,2% NicotineUp to 575 PuffsGeek Bar Disposable Sweet Strawberry 20mg (Contains: nicotine benzoate) Battery: 500mAh E-Liquid Capacity: 2ml Package Contains: 1 x Geek Bar Disposable Device 1 x Leaflet Nicotine Strength: 20mg/ml Nicotine Dose per Puff: 107µgStatutory/Years: 18, £29.99, 10 x Sgl , 20%,No,N/A
8412765864216	,271044,Clipper Jet Flame Lighter Solid Colours Pack of 24,"Refillable / Fixed Flame / Wind-resistant / Flexible and non­crackable Nylon Body / 3000 Lights Clipper is the brand leader in refillable lighters due to its iconic shape, and refillable and reliable features, making it first choice in consumer demand. For this reason, Clipper has launched a wind-resistant Jet Flame lighter, while maintaining it's iconic shape. Clipper lighters comply and exceed quality and safety standards set by EU law and therefore have the edge on alternative brands imported from the Far East. For best results refill with Clipper butane gas.Conform ISO 9994 © Copyright Flamagas SA 2019. All Rights Reserved.", £16.99, 24 x Sgl , 20%,No,N/A
8720400438860	,216516,Moments Blue 10 Cigars,Statutory/Years: 18, £37.03, 10 x 10s , 20%,No,N/A
5000143943429	,218838,Hamlet 50 Fine Cigars,Statutory/Years: 18, £54.50, 50 x Sgl , 20%,No,N/A
5000435010778	,248848,Golden Virginia The Original Includes Cigarette Papers 30g,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £69.22, 5 x 30g , 20%,No,N/A
5012974108755	,489070,McChrystal's Large Snuff Tin,Large Snuff TinThe original & genuineStatutory/Years: 18, £17.69, 12 x large , 20%,No,N/A
5012974102104	,869297,McChrystal's Extra Large Snuff Tin,Extra Large Snuff TinThe original & genuineStatutory/Years: 18, £32.86, 12 x Ex.Lge , 20%,No,N/A
5000143947922	,270712,Mayfair Superkings Sky Blue 20 Cigarettes,Statutory/Years: 18, £92.78, 10 x 20s , 20%,No,N/A
5000143978339	,270709,Mayfair Superkings 20 Cigarettes,Statutory/Years: 18, £92.78, 10 x 20s , 20%,No,N/A
5000435010839	,248874,Golden Virginia The Original Includes Cigarette Papers 50g,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £115.00, 5 x 50g , 20%,No,N/A
5000143951127	,270706,Mayfair King Size 20 Cigarettes,Statutory/Years: 18, £92.86, 10 x 20s , 20%,No,N/A
5000143998429	,270705,Mayfair Green 20 Cigarettes,Statutory/Years: 18, £92.37, 10 x 20s , 20%,No,N/A
5060592005307	,267707,Marlboro Touch KS 20 Cigarettes,N/A, £84.21, 10 x 20s , 20%,No,N/A
5060255436271	,274336,Nicnac Jac Vapour Nex Gen Disposable E-Cigarette Sunleaf Tobacco Nicotine Salts 20mg/ml 300 Puffs,Capacity: 1.5ml Manufactured under licence for Jac Vapour.Advisory/Years: 18, £17.45, 10 x Sgl , 20%,No,N/A
5060725787933	,1019213,NZO Pod Pukka Raspberry Ice 10mg TPD Vape,NZO Pod Pukka Raspberry Ice 10mg TPD Vape, £24.95, 1 x 5 X 10MG , 20%,No,N/A
0819913014840	,258868,Menthol 18mg/ml JUULpods (Pack of 4),"1 JUULpod contains - 0.67mlNicotine concentration: 18 mg / mlTotal nicotine content: 12.06 mg/JUULpodPack of four JUULpodsMenthol flavourMenthol JUULpods feature a bold menthol flavour with a long lasting refreshing finish. Its dominant menthol flavour differentiates it from the crisp mint flavour and icy, pepperminty finish delivered by Glacier Mint JUULpods. Our JUULsalts™ e-liquid contain nicotine salts found in the tobacco leaf, rather than free-base nicotine used in most e-cigarettes and vapourizers. Together with temperature-regulated vapour technology, this proprietary chemistry enables JUUL to deliver a vapour experience like no other.Nicotine by weight (18 mg nicotine)Statutory/Years: 18", £51.28, 8 x 4pk , 20%,No,N/A
5060725788213	,1019199,NZO E-Liq Strong Menthol 12mg PM295 TPD Vape,NZO E-Liq Strong Menthol 12mg PM295 TPD Vape, £3.99, 1 x 5 X 12MG , 20%,No,N/A
5060725788305	,1019201,NZO E-Liq Blueberry 12mg PM295 TPD Vape,NZO E-Liq Blueberry 12mg PM295 TPD Vape, £3.99, 1 x 5 X 12MG , 20%,No,N/A
5060725788459	,1019204,NZO E-Liq Blackcurrant Lemonade 12mg PM295 TPD Vape,NZO E-Liq Blackcurrant Lemonade 12mg PM295 TPD Vape, £3.99, 1 x 5 X 12MG , 20%,No,N/A
5056246553461	,1019217,Double Drip E-Liq Crystal Mist 0mg Vape,Double Drip E-Liq Crystal Mist 0mg Vape, £31.69, 1 x 6 X 0MG , 20%,No,N/A
15060649322675	,274384,Guardian E-Liq Blue Moon,N/A, £20.99, 6 x 100ml , 20%,No,N/A
5060725788268	,1019208,NZO E-Liq Blackcurrant Ice 6mg PM295 TPD Vape,NZO E-Liq Blackcurrant Ice 6mg PM295 TPD Vape, £3.99, 1 x 5 X 6MG , 20%,No,N/A
5056546504859	,274382,Onyx E-Liq Hi-Zen,N/A, £13.99, 6 x 50ml , 20%,No,N/A
15060649322729	,1019221,Guardian Vape E-Liq Heisen Grape Vape 100ml,Guardian Vape E-Liq Heisen Grape Vape 100ml, £20.99, 1 x 6 X 0MG , 20%,No,N/A
5000435011379	,248879,Golden Virginia Yellow Handy Pack Including Cigarette Papers and Filters 30g,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £62.25, 5 x 30g , 20%,No,N/A
5010891010434	,575820,Rizla King Size Slim Blue 32s,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £21.46, 50 x 32pk , 20%,No,N/A
0000054034488	,434498,Rizla King Size Green 32s,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £19.04, 50 x Pkt , 20%,No,N/A
5060725788343	,1019197,NZO E-Liq Brit Tobacco 18mg PM295 TPD Vape,NZO E-Liq Brit Tobacco 18mg PM295 TPD Vape, £3.99, 1 x 5 X 18MG , 20%,No,N/A
4030700129844	,256399,Rizla Fresh Mint Flavour Infusion,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £7.25, 25 x Sgl , 20%,No,N/A
5000143941913	,270707,Mayfair Sky Blue 20 Cigarettes,Statutory/Years: 18, £92.86, 10 x 20s , 20%,No,N/A
50973606	,15402,Rizla Blue Papers,N/A, £16.50, 100 x 50pk , 20%,No,N/A
4030700124030	,250243,Rizla Extra Slim Filter tips 120s,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £7.39, 20 x 120pk , 20%,No,N/A
5000435012352	,249305,Richmond Original Superkings 5/20 Multipack,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £39.82, 1 x 5x20s , 20%,No,N/A
5000433025682	,256764,Richmond Green Filter Superkings 5/20 Multipack,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £39.82, 1 x 5x20s , 20%,No,N/A
5000431029507	,249307,Riverstone Easy Rolling 50g,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £83.92, 5 x 50g , 20%,No,N/A
5012974104405	,489054,McChrystal's Small Snuff Tin,Small Snuff TinThe original & genuineStatutory/Years: 18, £9.62, 12 x small , 20%,No,N/A
5000435012796	,249064,Regal Blue 5 x 20 Cigarettes,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £54.94, 1 x 5x20s , 20%,No,N/A
5000431026711	,249058,Regal Blue 20,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £109.27, 10 x 20s , 20%,No,N/A
6974227020223	,273287,Geek Bar Disposable Passion Fruit 20mg,"2% NicotineUp to 575 Puffs(Contains:2-isopropyl-N, 2, 3-trimethylbutyramide, nicotine benzoate) Battery: 500mAh E-Liquid Capacity: 2 ml Package Contains: 1 x Geek Bar Disposable Device 1x Leaflet Nicotine Strength: 20mg/ml Nicotine Dose Per Puff: 69.6µgStatutory/Years: 18", £29.99, 10 x Sgl , 20%,No,N/A
5000435016510	,276947,Players JPS Real Red 21,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £79.62, 10 x 21s , 20%,No,N/A
5000431026216	,249295,Richmond Bright 20s,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £79.64, 10 x 20s , 20%,No,N/A
5000433025385	,256753,Players JPS Green Filter Superking Size,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £81.35, 10 x 20s , 20%,No,N/A
0819913019401	,251607,Mint 18mg/ml JUULpods (Pack of 4),"Pack of four JUULpodsMint flavour1 JUULpod contains - 0.7mlNicotine concentration: 18mg/mlTotal nicotine content: 12.6mg/JUULpodMint is a bold and crisp mint flavour with an icy finish. JUULpods are designed to fit the JUUL Vapouriser. Only use JUULpods in your JUUL Vapouriser. Our JUULsalts™ e-liquid contain nicotine salts found in the tobacco leaf, rather than free-base nicotine used in most e-cigarettes and vapourizers. Together with temperature-regulated vapour technology, this proprietary chemistry enables JUUL to deliver a vapour experience like no other.", £51.28, 8 x 4pk , 20%,No,N/A
5000431026933	,249032,Players JPS Bright King Size,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £81.35, 10 x 20s , 20%,No,N/A
5000435011553	,219472,Panama Thin Panatellas 6,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £54.44, 10 x 6s , 20%,No,N/A
0000096191286	,256836,Pall Mall Shift XL 23 Cigarettes,N/A, £70.01, 8 x 23s , 20%,No,N/A
5000431026995	,249053,Players JPS Real Red Superking Size,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £79.62, 10 x 20s , 20%,No,N/A
0000096191316	,256855,Pall Mall Shift Blue 20 Cigarettes,N/A, £78.43, 10 x 20s , 20%,No,N/A
0000096191255	,256857,Pall Mall Flow Red Superkings 20 Cigarettes,N/A, £80.41, 10 x 20s , 20%,No,N/A
0000096191248	,256853,Pall Mall Flow Red 20 Cigarettes,N/A, £80.41, 10 x 20s , 20%,No,N/A
0000096191279	,256854,Pall Mall Flow Blue Superkings 20 Cigarettes,N/A, £80.41, 10 x 20s , 20%,No,N/A
5000431027022	,249047,Players JPS Bright Superking Size,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £81.35, 10 x 20s , 20%,No,N/A
5000393364937	,249046,Pall Mall Fine Cut 30g,N/A, £65.32, 6 x 30g , 20%,No,N/A
5000143959338	,248655,Old Holborn Original Hand Rolling Tobacco 30g,Statutory/Years: 18, £71.38, 5 x 30g , 20%,No,N/A
30058569	,244476,OCB Slim Premium Black Thinking Collection,Finest qualityBlack thinking collectionStatutory/Years: 18, £16.99, 50 x Pkt , 20%,No,N/A
5060725787520	,269934,NZO Red Liquids Menthol Re-Fill Cartridge Salt Nicotine 20mg,Filled with Red Liquids3x 1.7ml Flavour Pods 133mcg/dose nzo was designed in the UK Our Liquids are manufactured in the UK under license by Red Liquids LimitedStatutory/Years: 18, £24.95, 5 x 3pk , 20%,No,N/A
5000143944020	,218843,Hamlet 10 Fine Cigars,Statutory/Years: 18, £98.92, 10 x 10s , 20%,No,N/A
5060725787490	,269933,NZO Red Liquids Blackcurrant Lemonade Re-Fill Cartridge Salt Nicotine 20mg,Filled with Red Liquids3x 1.7ml Flavour Pods 133mcg/dose NZO was designed in the UK Our Liquids are manufactured in the UK under license by Red Liquids LimitedStatutory/Years: 18, £24.95, 5 x 3pk , 20%,No,N/A
5060725787391	,274533,NZO Multi Starter Kit,"Filled with Red LiquidsMulti Pod Pack Pod Flavours Included: Blackcurrant Lemonade: A refreshing twist of blackcurrant and lemonade Icy Mango: A refreshing mango flavour with a hint of cool ice Menthol: A smooth and super minty menthol133mcg/dose Device: Designed in the U.K Liquid: Manufactured in the U.K Product: Assembled in China nzo was designed in the UK Our Liquids are manufactured in the UK under license by Red Liquids LimitedBox Contents: 1 x NZO Device, 1 x Type-C USB Charger, 3 x 1.7ml PodsStatutory/Years: 18", £24.85, 5 x 1pk , 20%,No,N/A
5000431026780	,249059,Regal Filter 20,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £109.24, 10 x 20s , 20%,No,N/A
5060725788015	,269895,NZO Mixed Berry Menthol 18mg/ml E-Liquid 10ml,EU No. 200-193-3/18mg. ECID: 00076-16-02087 50VG 18mg/ml 1.8% Nicotine 120mcg/dose 10ml ApproxStatutory/Years: 18, £3.99, 5 x 1pk , 20%,No,N/A
5060725787513	,269938,NZO Red Liquids Icy Mango Re-Fill Cartridge Salt Nicotine 20mg,Filled with Red Liquids3x 1.7ml Flavour Pods 133mcg/dose NZO was designed in the UK Our Liquids ore manufactured in the UK under license by Rod Liquids LimitedStatutory/Years: 18, £24.95, 5 x 3pk , 20%,No,N/A
5000143606119	,270838,Nordic Spirit Mint Strong Nicotine Pouches,"Nordic Spirit nicotine pouches provide a full-strength nicotine experience that's 100% tobacco-free. Made from a blend of plant-based fibres, flavourings, nicotine and a small amount of gum base, each pouch fits neatly and discreetly under your top or bottom lip. Enjoy a steady delivery of nicotine that lasts up to an hour. With 20 pouches contained in a convenient, pocket-sized can you can enjoy Nordic Spirit no matter where you are. 18+ Contains Nicotine.Statutory/Years: 18", £21.66, 5 x 9mg , 20%,No,N/A
5060725787995	,269897,NZO Mixed Berry Menthol E-Liquid 6mg/ml 10ml,EU No. 200-193-3/6mg. ECID: 00076-16-02085 50VG 40mcg/dose 10ml ApproxStatutory/Years: 18, £3.99, 5 x 1pk , 20%,No,N/A
5000143403190	,270834,Nordic Spirit Mint Extra Strong Nicotine Pouches,"Nordic Spirit nicotine pouches provide a full-strength nicotine experience that's 100% tobacco-free. Made from a blend of plant-based fibres, flavourings, nicotine and a small amount of gum base, each pouch fits neatly and discreetly under your top or bottom lip. Enjoy a steady delivery of nicotine that lasts up to an hour. With 20 pouches contained in a convenient, pocket-sized can you can enjoy Nordic Spirit no matter where you are. 18+ Contains NicotineStatutory/Years: 18", £21.66, 5 x 12mg , 20%,No,N/A
5000143590197	,270832,Nordic Spirit Bergamot Wildberry Strong Nicotine Pouches,"Nordic Spirit nicotine pouches provide a full-strength nicotine experience that's 100% tobacco-free. Made from a blend of plant-based fibres, flavourings, nicotine and a small amount of gum base, each pouch fits neatly and discreetly under your top or bottom lip. Enjoy a steady delivery of nicotine that lasts up to an hour. With 20 pouches contained in a convenient, pocket-sized can you can enjoy Nordic Spirit no matter where you are. 18+ Contains Nicotine.Statutory/Years: 18", £21.66, 5 x 9mg , 20%,No,N/A
5000143314144	,270836,Nordic Spirit Mint Regular Nicotine Pouches,"Nordic Spirit nicotine pouches provide a full-strength nicotine experience that's 100% tobacco-free. Made from a blend of plant-based fibres, flavourings, nicotine and a small amount of gum base, each pouch fits neatly and discreetly under your top or bottom lip. Enjoy a steady delivery of nicotine that lasts up to an hour. With 20 pouches contained in a convenient, pocket-sized can you can enjoy Nordic Spirit no matter where you are. 18+ Contains Nicotine.Statutory/Years: 18", £21.66, 5 x 6mg , 20%,No,N/A
716165177401	,244454,Raw Paper Tips Original,N/A, £4.59, 50 x Pkt , 20%,No,N/A
5060725783409	,274348,NicDrops NicShot 18mg,N/A, £10.19, 25 x 1pk , 20%,No,N/A
15060649322651	,1019219,Guardian Vape E-Liq Black Jack Vape 100ml,Guardian Vape E-Liq Black Jack Vape 100ml, £20.99, 1 x 6 X 0MG , 20%,No,N/A
5060725788312	,1019200,NZO E-Liq Blueberry 18mg PM295 TPD Vape,NZO E-Liq Blueberry 18mg PM295 TPD Vape, £3.99, 1 x 5 X 18MG , 20%,No,N/A
5060725788602	,1019210,NZO Pod Pukka Fruit Candy Ice 20mg TPD Vape,NZO Pod Pukka Fruit Candy Ice 20mg TPD Vape, £24.95, 1 x 5 X 20MG , 20%,No,N/A
5060725787940	,1019212,NZO Pod Pukka Fruit Candy Ice 10mg TPD Vape,NZO Pod Pukka Fruit Candy Ice 10mg TPD Vape, £24.95, 1 x 5 X 10MG , 20%,No,N/A
5000143282207	,276218,Nordic Spirit Spearmint Extra Strong Nicotine Pouches,"Nordic Spirit nicotine pouches provide a full-strength nicotine experience that's 100% tobacco-free. Made from a blend of plant-based fibres, flavourings, nicotine and a small amount of gum base, each pouch fits neatly and discreetly under your top or bottom lip. Enjoy a steady delivery of nicotine that lasts up to an hour. With 20 pouches contained in a convenient, pocket-sized can you can enjoy Nordic Spirit no matter where you are. 18+ Contains Nicotine. Product of the Year Winner Nicotine Pouch Category, survey of 9,865 people by KantarStatutory/Years: 18", £21.66, 5 x 12mg , 20%,No,N/A
716165251316	,258878,Raw Black Connoisseur PprTip,N/A, £22.95, 24 x 1pk , 20%,No,N/A
9506797527856	,271032,Instahit Menthol Drops 2ml,N/A, £9.99, 20 x Sgl , 20%,No,N/A
5056546504835	,1019223,Onyx E-Liq Strawberry & Watermelon 50ml Vape 0mg,Onyx E-Liq Strawberry & Watermelon 50ml Vape 0mg, £13.99, 1 x 6 X 50ML , 20%,No,N/A
5000435016374	,277353,Players Crush Leaf Wrap,N/A, £73.05, 20 x 10s , 20%,No,N/A
5000432013512	,262877,Players JPS New Crush King Size,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £81.35, 10 x 20s , 20%,No,N/A
5000143976359	,275253,Sterling Dual Leaf PM500 TPD,N/A, £76.05, 20 x 10s , 20%,No,N/A
0000096191309	,256848,Pall Mall Shift 20 Cigarettes,N/A, £78.43, 10 x 20s , 20%,No,N/A
5000143768145	,276222,Nordic Spirit Bergamot Wildberry Extra Strong Nicotine Pouches,"Nordic Spirit nicotine pouches provide a full-strength nicotine experience that's 100% tobacco-free. Made from a blend of plant-based fibres, flavourings, nicotine and a small amount of gum base, each pouch fits neatly and discreetly under your top or bottom lip. Laugh, talk and even sing, while enjoying a steady delivery of nicotine that lasts up to an hour. With 20 pouches contained in a convenient, pocket-sized can you can enjoy Nordic Spirit no matter where you are. 18+ Contains Nicotine.Statutory/Years: 18", £21.66, 5 x 12mg , 20%,No,N/A
716165177364	,244452,Raw Papers Classic KS,N/A, £14.89, 50 x Pkt , 20%,No,N/A
5000226001961	,8369,Swan 102 Slim Filter Tips,Britain's favourite filterPre cut filter tips, £9.09, 20 x Box , 20%,No,N/A
50973613	,28316,Rizla Green Papers,N/A, £15.22, 100 x 50pk , 20%,No,N/A
5000431025868	,249319,Superkings Original Black 20,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £109.72, 10 x 20s , 20%,No,N/A
5000431025967	,249315,Superkings Bright 20s,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £109.72, 10 x 20s , 20%,No,N/A
5000435013496	,249332,Superkings Original Black 5 x 20 Cigarettes,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £55.33, 1 x 5x20s , 20%,No,N/A
5010891011868	,185581,Rizla King Size Slim Silver 32s,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £20.50, 50 x 32pk , 20%,No,N/A
0000096191262	,256837,Pall Mall Flow Blue 20 Cigarettes,N/A, £80.41, 10 x 20s , 20%,No,N/A
5000143960730	,270745,Sterling Superkings Green 20 Cigarettes,Statutory/Years: 18, £89.26, 10 x 20s , 20%,No,N/A
5000143954036	,268765,Sterling Rolling Tobacco Essential 30g,Statutory/Years: 18, £52.96, 5 x 30g , 20%,No,N/A
5000143951714	,270748,Sterling Superkings 20 Cigarettes,Statutory/Years: 18, £89.26, 10 x 20s , 20%,No,N/A
5000143920819	,272204,Sterling Rolling Tobacco Essential 50g,Statutory/Years: 18, £86.50, 5 x 50g , 20%,No,N/A
3057067171089	,169846,Zig-Zag Papers Green 8 Pack,Papers Green 8 PackStatutory/Years: 18, £7.49, 10 x Sgl , 20%,No,N/A
5000435013359	,249338,Windsor Blue JPS Superkings Real Blue 5 x 20 Cigarettes,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £45.03, 1 x 5x20s , 20%,No,N/A
5000431027831	,249337,Windsor Blue JPS Superkings Real Blue 20,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £89.57, 10 x 20s , 20%,No,N/A
5000431027756	,249333,Windsor Blue JPS Real Blue 20,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £89.57, 10 x 20s , 20%,No,N/A
5000143971361	,274835,Sterling Dual Leaf PM985,N/A, £75.58, 10 x 20s , 20%,No,N/A
5000431027930	,249335,Windsor Blue JPS Bright Superkings 20s,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £89.57, 10 x 20s , 20%,No,N/A
5000393171085	,268172,Vuse Originals Peppermint Tobacco ePod eLiquid Pods 18mg/ml,N/A, £22.04, 5 x 2pk , 20%,No,N/A
5060721016471	,274349,Pukka E-Liq Blaze,N/A, £29.39, 6 x 50ml , 20%,No,N/A
5000393170729	,268158,Vuse Originals ePod eLiquid Pods Very Berry 18mg/ml,Statutory/Years: 18, £22.04, 5 x 2pk , 20%,No,N/A
716165174028	,244453,Raw Connoisseur Ppr&Tips,N/A, £12.79, 24 x Pkt , 20%,No,N/A
5000393170842	,267246,Vuse Originals 2 Golden Tobacco ePod eLiquid Pods 18 mg/ml,Vapour Tested by ScientistsMixology in a podClassicsNicotine strength (and delivery per dose): 18mg/ml. Total nicotine content of each ePod eLiquid pod: 34.2mg. Compatible with Vuse ePod and Vype ePod devices (sold separately). eLiquid made in USA. ePod eliquid pod (excluding eliquid) made in China.Statutory/Years: 18, £22.04, 5 x 2pk , 20%,No,N/A
5000393170934	,268156,Vuse ePod Pods vPro Tropical Mango 18mg/ml,"Our mango flavour, specially designed for Vype ePod. One of our Classics range flavours. All Vuse ePod pods are compatible with Vype & Vuse ePod devices and vice versa. At Vuse, we are taking steps to become a more sustainable vaping brand.Statutory/Years: 18", £22.04, 5 x 2pk , 20%,No,N/A
5000393171382	,267243,Vuse ePod 2 Graphite Device,"Updated Look: New sleek design. Angular finish. Fast Charge*: 80% battery life in 35 minutes, meaning less time spent waiting around. Vape While Charging: Vape while charging for non-stop action. Premium Charging Case**: A stylish on-the-go charging case for the device, so it's always primed and ready to use. Splash Proof: Modern splash proof design, so a little water won't hurt it. LED Upgrade/ Better Battery Indication: Stay in the know on the device's battery life. Backward Compatibility: Compatible with previous ePod eLiquids pods making upgrade seamless. *device charge speed to 80% is 35 minutes for ePod 2. **must be purchased as additional accessory.Statutory/Years: 18", £32.49, 5 x Sgl , 20%,No,N/A
5000393170606	,267244,Vuse Originals ePod Pods Chilled Mint 18mg/ml,Nic Saltsx2 ePod PodsVapour Tested by ScientistsMixology in a podClassicsNicotine strength (and delivery per dose): 18mg/ml. Total nicotine content each ePod eLiquid pod: 34.2mgStatutory/Years: 18, £22.04, 5 x 2pk , 20%,No,N/A
5000393029287	,268249,Vuse ePen Pods Crisp Mint 18mg/ml,"Crisp Mint ePen pods for a well balanced, fresh, and cooling menthol vape. One of our Classics range flavours. All Vuse ePen pods are compatible with Vype & Vuse ePen devices and vice versa.Statutory/Years: 18", £23.73, 6 x 2pk , 20%,No,N/A
5000393172914	,268256,Vuse ePen Device Kit,"Graphite BlackFast chargeEasy clickMetallic finishVapour Tested by ScientistsPods sold separatelyBox Contents: 1x ePen Device, 1x USB charging cable, 1x ePen user guideStatutory/Years: 18", £12.99, 4 x Sgl , 20%,No,N/A
5000393172761	,269267,Vuse ePen Pods vPro Wild Berries 12mg/ml,A mix of wild berries with a hint of vanilla. One of our Classics range flavours. All Vuse ePen pods are compatible with Vype & Vuse ePen devices and vice versa.Statutory/Years: 18, £25.79, 6 x 2pk , 20%,No,N/A
5000143931716	,248726,Winston Blue 20 Cigarettes,Statutory/Years: 18, £92.33, 10 x 20s , 20%,No,N/A
5000393085054	,260252,Velo Ice Cool 10mg Strong,Meet a crisp peppermint taste with a cooling aftertaste., £43.33, 10 x 20s , 20%,No,N/A
5000393085092	,272215,Velo Freeze 11mg X-Strong,Intense peppermint and freezing menthol., £43.33, 10 x 20s , 20%,No,N/A
50226962	,349944,Swan Slim Filter Tips x 165,Slim loose filter tipsStatutory/Years: 18, £5.39, 12 x 165pk , 20%,No,N/A
5000433025538	,256756,Windsor Blue JPS Green Filter SKS 20,Manufactured in the EU by Imperial Tobacco Limited.Statutory/Years: 18, £89.57, 10 x 20s , 20%,No,N/A
50226658	,552970,Swan Liquorice Papers x 50,Superior quality gummed papersStatutory/Years: 18, £10.69, 50 x pkt , 20%,No,N/A
3057067060703	,68444,Zig-Zag Cut Corners Finest Quality Rolling Paper 100 Booklets,Cut Corners Finest Quality Rolling PaperIt's so sticky!Statutory/Years: 18, £7.69, 100 x Sgl , 20%,No,N/A
50226894	,229901,Swan Extra Slim 120 Pre Cut Filter Tips,Britain's favourite filterPre cut filter tips, £9.15, 20 x 120pk , 20%,No,N/A
5000226000346	,258815,Swan 80 Long Extra Slim Filter Tips,N/A, £10.25, 20 x 80pk , 20%,No,N/A
5000226000261	,258768,Swan 54 Crushball Fresh Burst Extra Slim Capsule Filter Tips,N/A, £15.29, 20 x 54pk , 20%,No,N/A
5000393041234	,272216,Velo Mini Polar Mint 20 Nicotine Pouches 4mg/Pouch 10g,"MildVelo - Polar Mint, Nicotine PouchesNicotine content: 4 mg per pouchAdvisory/Years: 18", £43.33, 10 x 20s , 20%,No,N/A
5000226000360	,258813,Swan 120 Cool Menthol Extra Slim Filter Tips,N/A, £9.99, 20 x 120pk , 20%,No,N/A
0000096191323	,256863,Vogue Compact Bleue 20 Cigarettes,N/A, £106.61, 10 x 20s , 20%,No,N/A
8412765994074	,260155,Clipper Butane Gas,N/A, £5.58, 6 x 300ml , 20%,No,N/A
5000226000629	,271039,Swan Menthol Flavour Fusion Cards,N/A, £4.99, 25 x Sgl , 20%,No,N/A
5000143962321	,271306,Sterling Dual Capsule Leaf Wrapped 20 Standard,Statutory/Years: 18, £79.85, 10 x 20s , 20%,No,N/A
5000143972122	,270806,Sterling Dual Capsule Leaf Wrapped 10,Statutory/Years: 18, £81.22, 20 x 10s , 20%,No,N/A
5000143973532	,270743,Sterling Dual 20 Cigarettes,Statutory/Years: 18, £89.97, 10 x 20s , 20%,No,N/A
5000143949339	,270742,Sterling Blue 20 Cigarettes,Statutory/Years: 18, £89.25, 10 x 20s , 20%,No,N/A
5000143956627	,248817,Sterling 50g,Statutory/Years: 18, £91.13, 5 x 50g , 20%,No,N/A
5000143996821	,270727,Sovereign Superkings Blue 20 Cigarettes,Statutory/Years: 18, £79.47, 10 x 20s , 20%,No,N/A
5000393171924	,268252,Vuse Originals Dark Cherry ePen eLiquid Pods 18mg/ml,N/A, £23.73, 6 x 2pk , 20%,No,N/A
5000226001572	,647792,Swan Flints Extra Length,Flints extra length, £6.99, 24 x 9pk , 20%,No,N/A
5000143968118	,270725,Sovereign Blue 20 Cigarettes,N/A, £79.47, 10 x 20s , 20%,No,N/A
